mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va	Ottava:8vb
30	30	118	118	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	223										9				
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	224										9				
30	30	119	119	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	225										9				
30	30	479/4	479/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																			
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	226														
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	227														
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	228														
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	229														
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	230														
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	231														
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	232														
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	233														
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	234														
31	31	120	120	0.0	0	0	Spanner	4/4	2	1	0															10				
31	31	120	120	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	235										10				
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	236										10				
31	31	121	121	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	237										10				
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	238										10				
31	31	122	122	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	239										10				
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16			1/16	1	240										10				
31	31	123	123	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	241										10				
31	31	495/4	495/4	0.0	15/16	15/16	Spanner	4/4	2	1	0																			
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	242														
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	243														
32	32	249/2	249/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	244														
32	32	501/4	501/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	245														
32	32	251/2	251/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	246														
32	32	124	124	0.0	0	0	Dynamic	4/4	2	1	0						pp													
32	32	124	124	0.0	0	0	Spanner	4/4	2	1	0															11				
32	32	124	124	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	247										11				
32	32	499/4	499/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	248										11				
32	32	125	125	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	249										11				
32	32	251/2	251/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																			
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	250														
33	33	128	128	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>un poco ritard."											
33	33	513/4	513/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	251														
33	33	257/2	257/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	252														
33	33	517/4	517/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	253														
33	33	259/2	259/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	254														
33	33	128	128	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>dim."											
33	33	128	128	0.0	0	0	Spanner	4/4	2	1	0															12				
33	33	128	128	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	255										12				
33	33	515/4	515/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	256										12				
33	33	129	129	0.25	1/4	1/4	Chord	4/4	2	1	1/16			1/16	1	257										12				
33	33	130	130	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
33	33	527/4	527/4	0.0	15/16	15/16	Spanner	4/4	2	1	0															13				
33	33	527/4	527/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	258										13				
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	259														
34	34	265/2	265/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	260														
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	261														
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	262														
34	34	543/4	543/4	0.0	15/16	15/16	Dynamic	4/4	1	1	0						p													
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	263									1					
34	34	132	132	0.25	0	0	Chord	4/4	2	1	1/16			1/16	1	264										13				
34	34	535/4	535/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16			1/16	1	265										13				
34	34	134	134	0.0	1/2	1/2	Spanner	4/4	2	1	0																			
34	34	134	134	0.25	1/2	1/2	Chord	4/4	2	1	1/16			1/16	1	266														
35	35	136	136	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""10.0453""/><font face=""Plantin MT Std""/><b>Presto agitato assai</b>"						1					
35	35	136	136	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=160	160.0	𝅘𝅥	160.0	1.0	1					
35	35	136	136	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	267									1					
35	35	547/4	547/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	268									1					
35	35	137	137	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	269									1					
35	35	551/4	551/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	270									1					
35	35	138	138	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	271									1					
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	272									1					
35	35	139	139	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	273									1					
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	274									1					
35	35	136	136	0.0	0	0	StaffText	4/4	2	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>lamentoso"											
35	35	136	136	0.0	0	0	Spanner	4/4	2	1	0															14				
35	35	545/4	545/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	275										14				
35	35	273/2	273/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	276										14				
35	35	549/4	549/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	277										14				
35	35	275/2	275/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	278										14				
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	279										14				
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	280										14				
35	35	557/4	557/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	281										14				
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	282										14				
35	35	136	136	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	283										14				
36	36	140	140	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	284									1					
36	36	563/4	563/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	285									1					
36	36	141	141	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	286									1					
36	36	567/4	567/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	287									1					
36	36	142	142	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	288									1					
36	36	571/4	571/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	289									1					
36	36	143	143	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	290									1					
36	36	575/4	575/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	291									1					
36	36	561/4	561/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	292										14				
36	36	281/2	281/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	293										14				
36	36	565/4	565/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	294										14				
36	36	283/2	283/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	295										14				
36	36	569/4	569/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	296										14				
36	36	285/2	285/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	297										14				
36	36	573/4	573/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	298										14				
36	36	287/2	287/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	299										14				
37	37	144	144	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	300									1					
37	37	579/4	579/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	301									1					
37	37	145	145	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	302									1					
37	37	583/4	583/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	303									1					
37	37	146	146	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	304									1					
37	37	587/4	587/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	305									1					
37	37	147	147	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	306									1					
37	37	591/4	591/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	307									1					
37	37	577/4	577/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	308										14				
37	37	289/2	289/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	309										14				
37	37	581/4	581/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	310										14				
37	37	291/2	291/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	311										14				
37	37	585/4	585/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	312										14				
37	37	293/2	293/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	313										14				
37	37	589/4	589/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	314										14				
37	37	295/2	295/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	315										14				
38	38	148	148	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	316									1					
38	38	595/4	595/4	0.0	3/16	3/16	Spanner	4/4	1	1	0														1		4			
38	38	595/4	595/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	317									1		4			
38	38	149	149	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	318									1		4			
38	38	599/4	599/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	319									1		4			
38	38	150	150	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	320									1		4			
38	38	603/4	603/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	321									1		4			
38	38	151	151	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	322									1		4			
38	38	607/4	607/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	323									1		4			
38	38	593/4	593/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	324										14				
38	38	297/2	297/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	325										14				
38	38	597/4	597/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	326										14				
38	38	299/2	299/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	327										14				
38	38	601/4	601/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	328										14				
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	329										14				
38	38	605/4	605/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	330										14				
38	38	303/2	303/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	331										14				
39	39	152	152	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	332									1		4			
39	39	611/4	611/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	333									1		4			
39	39	153	153	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	334									1		4			
39	39	615/4	615/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	335									1		4			
39	39	154	154	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	336									1		4			
39	39	617/4	617/4	0.0	9/16	9/16	Spanner	4/4	1	1	0														1					
39	39	619/4	619/4	0.0	11/16	11/16	Spanner	4/4	1	1	0														1			3		
39	39	619/4	619/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	337									1			3		
39	39	155	155	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	338									1			3		
39	39	623/4	623/4	0.0	15/16	15/16	Spanner	4/4	1	1	0														1					
39	39	623/4	623/4	0.0	15/16	15/16	Spanner	4/4	1	1	0														1			4		
39	39	623/4	623/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	339									1			4		
39	39	609/4	609/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	340										14				
39	39	305/2	305/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	341										14				
39	39	613/4	613/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	342										14				
39	39	307/2	307/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	343										14				
39	39	617/4	617/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	344										14				
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	345										14				
39	39	155	155	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
40	40	156	156	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	346												4		
40	40	625/4	625/4	0.0	1/16	1/16	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>sempre legato"									4		
40	40	627/4	627/4	0.0	3/16	3/16	StaffText	4/4	1	1	0								"<font size=""9.2082""/><font face=""Plantin MT Std""/>dim."											
40	40	627/4	627/4	0.0	3/16	3/16	Spanner	4/4	1	1	0																			
40	40	627/4	627/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	347														
40	40	157	157	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	348														
40	40	631/4	631/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	349														
40	40	158	158	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	350														
40	40	635/4	635/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	351														
40	40	159	159	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	352														
40	40	639/4	639/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	353														
40	40	156	156	0.0	0	0	Spanner	4/4	2	1	0															15				
40	40	625/4	625/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	354										15				
40	40	313/2	313/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	355										15				
40	40	629/4	629/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	356										15				
40	40	315/2	315/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	357										15				
40	40	633/4	633/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	358										15				
40	40	317/2	317/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	359										15				
40	40	637/4	637/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	360										15				
40	40	319/2	319/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	361										15				
40	40	156	156	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	362										15				
41	41	160	160	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	363														
41	41	643/4	643/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	364														
41	41	161	161	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	365														
41	41	647/4	647/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	366														
41	41	162	162	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	367														
41	41	651/4	651/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	368														
41	41	163	163	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	369														
41	41	655/4	655/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	370														
41	41	641/4	641/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	371										15				
41	41	321/2	321/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	372										15				
41	41	645/4	645/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	373										15				
41	41	323/2	323/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	374										15				
41	41	649/4	649/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	375										15				
41	41	325/2	325/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	376										15				
41	41	653/4	653/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	377										15				
41	41	327/2	327/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	378										15				
42	42	164	164	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	379														
42	42	659/4	659/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	380														
42	42	165	165	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	381														
42	42	663/4	663/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	382														
42	42	166	166	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	383														
42	42	667/4	667/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	384														
42	42	167	167	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	385														
42	42	671/4	671/4	0.0	15/16	15/16	Spanner	4/4	1	1	0																5			
42	42	671/4	671/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	386											5			
42	42	657/4	657/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	387										15				
42	42	329/2	329/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	388										15				
42	42	661/4	661/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	389										15				
42	42	331/2	331/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	390										15				
42	42	665/4	665/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	391										15				
42	42	333/2	333/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	392										15				
42	42	669/4	669/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	393										15				
42	42	335/2	335/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	394										15				
43	43	168	168	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	395											5			
43	43	675/4	675/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	396											5			
43	43	169	169	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	397											5			
43	43	679/4	679/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	398											5			
43	43	170	170	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	399											5			
43	43	683/4	683/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	400											5			
43	43	171	171	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	401											5			
43	43	685/4	685/4	0.0	13/16	13/16	Spanner	4/4	1	1	0																			
43	43	687/4	687/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	402														
43	43	673/4	673/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	403										15				
43	43	337/2	337/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	404										15				
43	43	677/4	677/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	405										15				
43	43	339/2	339/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	406										15				
43	43	681/4	681/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	407										15				
43	43	341/2	341/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	408										15				
43	43	685/4	685/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	409										15				
43	43	343/2	343/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																			
43	43	343/2	343/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	410														
44	44	172	172	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	411														
44	44	691/4	691/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	412														
44	44	173	173	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	413														
44	44	695/4	695/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	414		articAccentAbove												
44	44	174	174	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	415														
44	44	699/4	699/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	416														
44	44	175	175	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	417														
44	44	703/4	703/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	418														
44	44	172	172	0.0	0	0	Spanner	4/4	2	1	0															16				
44	44	689/4	689/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	419										16				
44	44	345/2	345/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	420										16				
44	44	693/4	693/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	421										16				
44	44	347/2	347/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	422										16				
44	44	697/4	697/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	423		articAccentBelow								16				
44	44	349/2	349/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	424										16				
44	44	175	175	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
44	44	172	172	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	425														
45	45	176	176	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	426														
45	45	707/4	707/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	427														
45	45	177	177	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	428														
45	45	711/4	711/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	429		articAccentBelow												
45	45	178	178	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	430														
45	45	715/4	715/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	431														
45	45	179	179	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	432														
45	45	719/4	719/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	433														
45	45	176	176	0.0	0	0	Spanner	4/4	2	1	0															17				
45	45	705/4	705/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	434										17				
45	45	353/2	353/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	435										17				
45	45	709/4	709/4	0.0	5/16	5/16	Spanner	4/4	2	1	0																			
45	45	709/4	709/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	436														
45	45	355/2	355/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	437														
45	45	713/4	713/4	0.0	9/16	9/16	Spanner	4/4	2	1	0															18				
45	45	713/4	713/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	438		articAccentAbove								18				
45	45	357/2	357/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	439										18				
45	45	179	179	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
45	45	176	176	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	440														
46	46	180	180	0.0	0	0	Spanner	4/4	1	1	0																6			
46	46	180	180	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	441											6			
46	46	723/4	723/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	442											6			
46	46	181	181	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	443											6			
46	46	725/4	725/4	0.0	5/16	5/16	Spanner	4/4	1	1	0																			
46	46	727/4	727/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	444		articAccentAbove												
46	46	182	182	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	445														
46	46	731/4	731/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	446														
46	46	183	183	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	447														
46	46	735/4	735/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	448														
46	46	180	180	0.0	0	0	Spanner	4/4	2	1	0															19				
46	46	721/4	721/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16			1/16	1	449										19				
46	46	361/2	361/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	450										19				
46	46	725/4	725/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16			1/16	1	451										19				
46	46	363/2	363/2	0.0	3/8	3/8	Spanner	4/4	2	1	0																			
46	46	363/2	363/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16			1/16	1	452														
46	46	729/4	729/4	0.0	9/16	9/16	Spanner	4/4	2	1	0															20				
46	46	729/4	729/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16			1/16	1	453		articAccentAbove								20				
46	46	365/2	365/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16			1/16	1	454										20				
46	46	183	183	0.0	3/4	3/4	Spanner	4/4	2	1	0																			
46	46	180	180	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	455														
47	47	184	184	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	456														
47	47	739/4	739/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	457														
47	47	185	185	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	458														
47	47	743/4	743/4	0.0	7/16	7/16	Spanner	4/4	1	1	0																	5		
47	47	743/4	743/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	459												5		
47	47	186	186	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	460												5		
47	47	745/4	745/4	0.0	9/16	9/16	Spanner	4/4	1	1	0																			
47	47	747/4	747/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	461														
47	47	187	187	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	462														
47	47	751/4	751/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	463														
47	47	184	184	0.0	0	0	Spanner	4/4	2	1	0															21				
