mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_poco rall.	decrescendo_hairpin	crescendo_line	Ottava:8va
69	68	811/3	811/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	807									1
69	68	812/3	812/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	808									1
69	68	271	271	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	809									1
69	68	814/3	814/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	810									1
69	68	815/3	815/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	811									1
69	68	272	272	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	812									1
69	68	817/3	817/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	813									1
69	68	818/3	818/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	814									1
69	68	269	269	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	815									
69	68	272	272	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	816		articStaccatissimoBelow							
69	68	271	271	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	817		articStaccatoBelow							
70	69	273	273	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	818									1
70	69	820/3	820/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	819									1
70	69	821/3	821/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	820									1
70	69	274	274	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	821									1
70	69	823/3	823/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	822									1
70	69	824/3	824/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	823									1
70	69	275	275	0.0	1/2	1/2	Spanner	4/4	1	1	0												0	1
70	69	275	275	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	824								0	1
70	69	826/3	826/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	825								0	1
70	69	827/3	827/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	826								0	1
70	69	276	276	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	827								0	1
70	69	829/3	829/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	828								0	1
70	69	830/3	830/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	829								0	1
70	69	273	273	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	830				97					
70	69	549/2	549/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	831									
70	69	275	275	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	832		articStaccatoBelow							
70	69	276	276	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	833		articStaccatoBelow							
71	70	277	277	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	834								0	1
71	70	832/3	832/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	835								0	1
71	70	833/3	833/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	836								0	1
71	70	278	278	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	837								0	1
71	70	835/3	835/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	838								0	1
71	70	836/3	836/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	839								0	1
71	70	279	279	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	840								0	1
71	70	838/3	838/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	841								0	1
71	70	839/3	839/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	842								0	1
71	70	280	280	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	843								0	1
71	70	841/3	841/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	844								0	1
71	70	842/3	842/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	845								0	1
71	70	277	277	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	846									
71	70	280	280	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	847		articStaccatissimoBelow							
71	70	279	279	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	848		articStaccatoBelow							
72	71	281	281	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	849								0	1
72	71	844/3	844/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	850								0	1
72	71	845/3	845/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	851								0	1
72	71	282	282	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	852								0	1
72	71	847/3	847/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	853								0	1
72	71	848/3	848/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	854								0	1
72	71	283	283	0.3333333333333333	1/2	1/2	Chord	4/4	1	1	1/12		1/8	2/3	855								0	1
72	71	850/3	850/3	0.3333333333333333	7/12	7/12	Chord	4/4	1	1	1/12		1/8	2/3	856								0	1
72	71	851/3	851/3	0.3333333333333333	2/3	2/3	Chord	4/4	1	1	1/12		1/8	2/3	857								0	1
72	71	284	284	0.3333333333333333	3/4	3/4	Chord	4/4	1	1	1/12		1/8	2/3	858								0	1
72	71	853/3	853/3	0.3333333333333333	5/6	5/6	Chord	4/4	1	1	1/12		1/8	2/3	859								0	1
72	71	854/3	854/3	0.3333333333333333	11/12	11/12	Chord	4/4	1	1	1/12		1/8	2/3	860								0	1
72	71	281	281	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	861				98					
72	71	565/2	565/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	862									
72	71	283	283	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	863		articStaccatoBelow							
72	71	284	284	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	864		articStaccatoBelow							
73	72	285	285	0.3333333333333333	0	0	Chord	4/4	1	1	1/12		1/8	2/3	865								0	1
73	72	856/3	856/3	0.3333333333333333	1/12	1/12	Chord	4/4	1	1	1/12		1/8	2/3	866								0	1
73	72	857/3	857/3	0.3333333333333333	1/6	1/6	Chord	4/4	1	1	1/12		1/8	2/3	867								0	1
73	72	286	286	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	868								0	1
73	72	859/3	859/3	0.3333333333333333	1/3	1/3	Chord	4/4	1	1	1/12		1/8	2/3	869								0	1
73	72	860/3	860/3	0.3333333333333333	5/12	5/12	Chord	4/4	1	1	1/12		1/8	2/3	870								0	1
73	72	287	287	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	871		articStaccatissimoAbove						0	1
73	72	288	288	0.0	3/4	3/4	Spanner	4/4	1	1	0												0	
73	72	288	288	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	872		articStaccatissimoBelow						0	
73	72	285	285	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	873									
73	72	287	287	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	874		articStaccatissimoAbove							
73	72	288	288	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	875		articStaccatissimoBelow							
74	73	289	289	0.0	0	0	Dynamic	4/4	1	1	0					f								
74	73	289	289	0.0	0	0	Spanner	4/4	1	1	0													
74	73	289	289	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	876		articAccentBelow		99					
74	73	1163/4	1163/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	877									
74	73	291	291	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	878		articStaccatissimoAbove							
74	73	292	292	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
74	73	292	292	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	879		articStaccatissimoBelow							
74	73	1163/4	1163/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	880				100					
74	73	2327/8	2327/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	881				100					
74	73	291	291	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	882		articStaccatissimoBelow							
74	73	289	289	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	883									
74	73	292	292	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	884		articStaccatissimoAbove							
75	74	293	293	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	885				101					
75	74	1179/4	1179/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	886									
75	74	295	295	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	887		articStaccatissimoAbove							
75	74	296	296	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f								
75	74	296	296	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	888		articStaccatissimoBelow							
75	74	1179/4	1179/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	889				102					
75	74	2359/8	2359/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	890				102					
75	74	295	295	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	891		articStaccatissimoBelow							
75	74	293	293	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	892									
75	74	296	296	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	893		articStaccatissimoBelow							
76	75	297	297	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	894		articAccentBelow		103					
76	75	1195/4	1195/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	895									
76	75	299	299	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	896		articStaccatissimoAbove							
76	75	300	300	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
76	75	300	300	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	897		articStaccatissimoBelow							
76	75	1195/4	1195/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	898				104					
76	75	2391/8	2391/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	899				104					
76	75	299	299	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	900		articStaccatissimoBelow							
76	75	297	297	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	901									
76	75	300	300	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	902		articStaccatissimoAbove							
77	76	301	301	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	903				105					
77	76	1211/4	1211/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	904									
77	76	303	303	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	905		articStaccatissimoAbove							
77	76	304	304	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
77	76	304	304	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	906		articStaccatoAbove		106					
77	76	1211/4	1211/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	907				107					
77	76	2423/8	2423/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	908				107					
77	76	303	303	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	909		articStaccatissimoBelow							
77	76	301	301	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	910									
77	76	304	304	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	911		articStaccatoAbove		108					
78	77	305	305	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	912				106					
78	77	307	307	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	913				106					
78	77	305	305	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	914				108					
78	77	307	307	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	915				108					
79	78	309	309	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	916				109					
79	78	621/2	621/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	917				109					
79	78	311	311	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	918				109					
79	78	623/2	623/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	919				109					
79	78	312	312	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	920				109					
79	78	625/2	625/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	921									
79	78	309	309	4.0	0	0	Chord	4/4	1	2	1		1	1	922									
79	78	309	309	4.0	0	0	Chord	4/4	2	1	1		1	1	923									
80	79	313	313	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	924				110					
80	79	315	315	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	925				110					
80	79	313	313	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	926				111					
80	79	315	315	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	927				111					
81	80	317	317	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	928				112					
81	80	637/2	637/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	929				112					
81	80	319	319	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	930				112					
81	80	639/2	639/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	931				112					
81	80	320	320	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	932				112					
81	80	641/2	641/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	933									
81	80	317	317	4.0	0	0	Chord	4/4	1	2	1		1	1	934									
81	80	317	317	4.0	0	0	Chord	4/4	2	1	1		1	1	935									
82	81	321	321	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	936				113					
82	81	645/2	645/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	937				113					
82	81	323	323	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	938				113					
82	81	647/2	647/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	939				113					
82	81	324	324	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	940				113					
82	81	649/2	649/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	941									
82	81	321	321	4.0	0	0	Chord	4/4	1	2	1		1	1	942									
82	81	321	321	4.0	0	0	Chord	4/4	2	1	1		1	1	943									
83	82	325	325	0.0	0	0	Spanner	4/4	1	1	0									0	0			
83	82	325	325	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	944				114	0	0			
83	82	651/2	651/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	945				114	0	0			
83	82	326	326	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	946				114	0	0			
83	82	653/2	653/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	947					0	0			
83	82	327	327	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	948				115	0	0			
83	82	655/2	655/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	949				115	0	0			
83	82	328	328	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	950				115	0	0			
83	82	657/2	657/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	951					0	0			
83	82	325	325	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	952					0	0			
83	82	327	327	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	953					0	0			
83	82	325	325	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	954									
83	82	327	327	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	955									
84	83	329	329	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	956				116	0	0			
84	83	659/2	659/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	957				116	0	0			
84	83	330	330	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	958				116	0	0			
84	83	661/2	661/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	959					0	0			
84	83	331	331	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	960				117	0	0			
84	83	663/2	663/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	961				117	0	0			
84	83	332	332	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	962				117	0	0			
84	83	665/2	665/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	963					0	0			
84	83	329	329	3.0	0	0	Chord	4/4	1	2	3/4		1/2	3/2	964					0	0			
84	83	332	332	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	965					0	0			
84	83	329	329	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	966									
84	83	332	332	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	967									
85	84	333	333	0.0	0	0	Spanner	4/4	1	1	0													
85	84	333	333	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	968		ornamentTrill		118					
85	84	335	335	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	969									
85	84	335	335	0.0	1/2	1/2	Chord	4/4	1	1	0	grace16	1/16	1	970									
85	84	335	335	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	971		articStaccatissimoBelow							
85	84	336	336	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f								
85	84	336	336	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	972		articStaccatissimoBelow							
85	84	333	333	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	973									
85	84	333	333	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	974									
85	84	336	336	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	975		articStaccatissimoBelow							
86	85	337	337	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	976		articAccentBelow		119					
86	85	1355/4	1355/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	977									
86	85	339	339	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	978		articStaccatissimoAbove							
86	85	340	340	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
86	85	340	340	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	979		articStaccatissimoBelow							
86	85	1355/4	1355/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	980				120					
86	85	2711/8	2711/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	981				120					
86	85	339	339	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	982		articStaccatissimoBelow							
86	85	337	337	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	983									
86	85	340	340	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	984		articStaccatissimoAbove							
87	86	341	341	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	985				121					
87	86	1371/4	1371/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	986									
87	86	343	343	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	987		articStaccatissimoAbove							
87	86	344	344	0.0	3/4	3/4	Dynamic	4/4	1	1	0					f								
87	86	344	344	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	988		articStaccatissimoBelow							
87	86	1371/4	1371/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	989				122					
87	86	2743/8	2743/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	990				122					
87	86	343	343	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	991		articStaccatissimoBelow							
87	86	341	341	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	992									
87	86	344	344	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	993		articStaccatissimoBelow							
88	87	345	345	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	994		articAccentBelow		123					
88	87	1387/4	1387/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	995									
88	87	347	347	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	996		articStaccatissimoAbove							
88	87	348	348	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
88	87	348	348	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	997		articStaccatissimoBelow							
88	87	1387/4	1387/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	998				124					
88	87	2775/8	2775/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	999				124					
88	87	347	347	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1000		articStaccatissimoBelow							
88	87	345	345	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	1001									
88	87	348	348	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1002		articStaccatissimoAbove							
89	88	349	349	1.75	0	0	Chord	4/4	1	1	7/16		1/4	7/4	1003				125					
89	88	1403/4	1403/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	1004									
89	88	351	351	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1005		articStaccatissimoAbove							
89	88	352	352	0.0	3/4	3/4	Dynamic	4/4	1	1	0					p								
89	88	352	352	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	1006		articStaccatoBelow		126					
89	88	1403/4	1403/4	0.125	7/16	7/16	Chord	4/4	1	2	1/32		1/32	1	1007				127					
89	88	2807/8	2807/8	0.125	15/32	15/32	Chord	4/4	1	2	1/32		1/32	1	1008				127					
89	88	351	351	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	1009		articStaccatissimoBelow							
89	88	349	349	1.75	0	0	Chord	4/4	2	1	7/16		1/4	7/4	1010									
89	88	352	352	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	1011		articStaccatoBelow		128					
90	89	353	353	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1012				126					
90	89	355	355	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1013				126					
90	89	353	353	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1014				128					
90	89	355	355	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1015				128					
91	90	357	357	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1016				129					
91	90	717/2	717/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1017				129					
91	90	359	359	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1018				129					
91	90	719/2	719/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1019				129					
91	90	360	360	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1020				129					
91	90	721/2	721/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1021									
91	90	357	357	4.0	0	0	Chord	4/4	1	2	1		1	1	1022									
91	90	357	357	4.0	0	0	Chord	4/4	2	1	1		1	1	1023									
92	91	361	361	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	1024									
92	91	363	363	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	1025									
92	91	361	361	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1026				130					
92	91	363	363	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1027				130					
93	92	365	365	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1028				131					
93	92	733/2	733/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1029				131					
93	92	367	367	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1030				131					
93	92	735/2	735/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1031				131					
93	92	368	368	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1032				131					
93	92	737/2	737/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1033									
93	92	365	365	4.0	0	0	Chord	4/4	1	2	1		1	1	1034									
93	92	365	365	4.0	0	0	Chord	4/4	2	1	1		1	1	1035									
94	93	369	369	1.5	0	0	Chord	4/4	1	1	3/8		1/4	3/2	1036				132					
94	93	741/2	741/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1037				132					
94	93	371	371	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1038				132					
94	93	743/2	743/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1039				132					
94	93	372	372	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1040				132					
94	93	745/2	745/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1041									
94	93	369	369	4.0	0	0	Chord	4/4	1	2	1		1	1	1042									
94	93	369	369	4.0	0	0	Chord	4/4	2	1	1		1	1	1043									
95	94	373	373	0.0	0	0	Spanner	4/4	1	1	0									1	1			
95	94	373	373	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1044				133	1	1			
95	94	747/2	747/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1045				133	1	1			
95	94	374	374	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1046				133	1	1			
95	94	749/2	749/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1047					1	1			
95	94	375	375	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1048				134	1	1			
95	94	751/2	751/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1049				134	1	1			
95	94	376	376	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1050				134	1	1			
95	94	753/2	753/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	1051					1	1			
95	94	373	373	2.0	0	0	Chord	4/4	1	2	1/2		1/2	1	1052					1	1			
95	94	375	375	2.0	1/2	1/2	Chord	4/4	1	2	1/2		1/2	1	1053					1	1			
95	94	373	373	2.0	0	0	Chord	4/4	2	1	1/2		1/2	1	1054									
95	94	375	375	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	1055									
96	95	377	377	0.0	0	0	Spanner	4/4	1	1	0									1	1	0		
96	95	377	377	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	1056				135	1	1	0		
96	95	755/2	755/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	1057				135	1	1	0		
96	95	378	378	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	1058				135	1	1	0		
96	95	757/2	757/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	1059					1	1	0		
96	95	379	379	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	1060				136	1	1	0		
96	95	759/2	759/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	1061				136	1	1	0		
96	95	380	380	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	1062				136	1	1	0		
