mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
43	42	365/2	365/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	649													
43	42	1097/6	1097/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	650													
43	42	1099/6	1099/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	651													
43	42	367/2	367/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	652													
43	42	1103/6	1103/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	653													
43	42	1105/6	1105/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	654													
43	42	369/2	369/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	655													
43	42	1109/6	1109/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	656													
43	42	1111/6	1111/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	657													
43	42	363/2	363/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	658													
44	43	371/2	371/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	659		articMarcatoAbove											0
44	43	373/2	373/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	660													0
44	43	1121/6	1121/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	661													0
44	43	562/3	562/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	662													0
44	43	375/2	375/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	663													0
44	43	757/4	757/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	664													0
44	43	371/2	371/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
44	43	1115/6	1115/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	665													
44	43	1117/6	1117/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	666													
44	43	373/2	373/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	667													
44	43	1121/6	1121/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	668													
44	43	1123/6	1123/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	669													
44	43	375/2	375/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	670													
44	43	1127/6	1127/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	671													
44	43	1129/6	1129/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	672													
44	43	377/2	377/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	673													
44	43	1133/6	1133/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	674													
44	43	1135/6	1135/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	675													
44	43	371/2	371/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	676													
45	44	379/2	379/2	0.3333333333333333	0	0	Chord	12/4	1	1	1/12		1/8	2/3	677		articTenutoBelow							26				0
45	44	1139/6	1139/6	0.3333333333333333	1/12	1/12	Chord	12/4	1	1	1/12		1/8	2/3	678													0
45	44	1141/6	1141/6	0.3333333333333333	1/6	1/6	Chord	12/4	1	1	1/12		1/8	2/3	679		articTenutoBelow							27				0
45	44	381/2	381/2	0.3333333333333333	1/4	1/4	Chord	12/4	1	1	1/12		1/8	2/3	680													0
45	44	1145/6	1145/6	0.0	1/3	1/3	Spanner	12/4	1	1	0																	0, 3
45	44	1145/6	1145/6	0.3333333333333333	1/3	1/3	Chord	12/4	1	1	1/12		1/8	2/3	681		articTenutoBelow							28				0, 3
45	44	1147/6	1147/6	0.16666666666666666	5/12	5/12	Chord	12/4	1	1	1/24		1/16	2/3	682													0, 3
45	44	383/2	383/2	0.0	1/2	1/2	Spanner	12/4	1	1	0															10		0, 3
45	44	383/2	383/2	0.16666666666666666	1/2	1/2	Chord	12/4	1	1	1/24		1/16	2/3	683		articMarcatoAbove									10		0, 3
45	44	575/3	575/3	0.16666666666666666	13/24	13/24	Chord	12/4	1	1	1/24		1/16	2/3	684											10		0, 3
45	44	1151/6	1151/6	0.16666666666666666	7/12	7/12	Chord	12/4	1	1	1/24		1/16	2/3	685											10		0, 3
45	44	192	192	0.16666666666666666	5/8	5/8	Chord	12/4	1	1	1/24		1/16	2/3	686											10		0, 3
45	44	1153/6	1153/6	0.16666666666666666	2/3	2/3	Chord	12/4	1	1	1/24		1/16	2/3	687											10		0, 3
45	44	577/3	577/3	0.16666666666666666	17/24	17/24	Chord	12/4	1	1	1/24		1/16	2/3	688											10		0, 3
45	44	385/2	385/2	0.0	3/4	3/4	Spanner	12/4	1	1	0																	0, 3
45	44	385/2	385/2	0.16666666666666666	3/4	3/4	Chord	12/4	1	1	1/24		1/16	2/3	689													0, 3
45	44	578/3	578/3	0.16666666666666666	19/24	19/24	Chord	12/4	1	1	1/24		1/16	2/3	690													0, 3
45	44	1157/6	1157/6	0.16666666666666666	5/6	5/6	Chord	12/4	1	1	1/24		1/16	2/3	691													0, 3
45	44	193	193	0.16666666666666666	7/8	7/8	Chord	12/4	1	1	1/24		1/16	2/3	692													0, 3
45	44	1159/6	1159/6	0.16666666666666666	11/12	11/12	Chord	12/4	1	1	1/24		1/16	2/3	693													0, 3
45	44	580/3	580/3	0.16666666666666666	23/24	23/24	Chord	12/4	1	1	1/24		1/16	2/3	694													0, 3
45	44	387/2	387/2	0.16666666666666666	1	1	Chord	12/4	1	1	1/24		1/16	2/3	695													0, 3
45	44	581/3	581/3	0.16666666666666666	25/24	25/24	Chord	12/4	1	1	1/24		1/16	2/3	696													0, 3
45	44	1163/6	1163/6	0.16666666666666666	13/12	13/12	Chord	12/4	1	1	1/24		1/16	2/3	697													0, 3
45	44	194	194	0.16666666666666666	9/8	9/8	Chord	12/4	1	1	1/24		1/16	2/3	698													0, 3
45	44	1165/6	1165/6	0.16666666666666666	7/6	7/6	Chord	12/4	1	1	1/24		1/16	2/3	699													0, 3
45	44	583/3	583/3	0.16666666666666666	29/24	29/24	Chord	12/4	1	1	1/24		1/16	2/3	700													0, 3
45	44	389/2	389/2	0.0	5/4	5/4	Spanner	12/4	1	1	0																	0
45	44	1557/8	1557/8	0.125	41/32	41/32	Chord	12/4	1	1	1/32		1/32	1	701													0
45	44	1559/8	1559/8	0.125	43/32	43/32	Chord	12/4	1	1	1/32		1/32	1	702													0
45	44	1561/8	1561/8	0.125	45/32	45/32	Chord	12/4	1	1	1/32		1/32	1	703													0
45	44	1563/8	1563/8	0.125	47/32	47/32	Chord	12/4	1	1	1/32		1/32	1	704													0
45	44	1565/8	1565/8	0.125	49/32	49/32	Chord	12/4	1	1	1/32		1/32	1	705													0
45	44	1567/8	1567/8	0.125	51/32	51/32	Chord	12/4	1	1	1/32		1/32	1	706													0
45	44	1569/8	1569/8	0.125	53/32	53/32	Chord	12/4	1	1	1/32		1/32	1	707													0
45	44	1571/8	1571/8	0.125	55/32	55/32	Chord	12/4	1	1	1/32		1/32	1	708													0
45	44	1573/8	1573/8	0.125	57/32	57/32	Chord	12/4	1	1	1/32		1/32	1	709													0
45	44	1575/8	1575/8	0.125	59/32	59/32	Chord	12/4	1	1	1/32		1/32	1	710													0
45	44	1577/8	1577/8	0.125	61/32	61/32	Chord	12/4	1	1	1/32		1/32	1	711													0
45	44	1579/8	1579/8	0.125	63/32	63/32	Chord	12/4	1	1	1/32		1/32	1	712													0
45	44	1581/8	1581/8	0.125	65/32	65/32	Chord	12/4	1	1	1/32		1/32	1	713													0
45	44	1583/8	1583/8	0.125	67/32	67/32	Chord	12/4	1	1	1/32		1/32	1	714													0
45	44	1585/8	1585/8	0.125	69/32	69/32	Chord	12/4	1	1	1/32		1/32	1	715													0
45	44	1587/8	1587/8	0.125	71/32	71/32	Chord	12/4	1	1	1/32		1/32	1	716													0
45	44	1589/8	1589/8	0.125	73/32	73/32	Chord	12/4	1	1	1/32		1/32	1	717													0
45	44	1591/8	1591/8	0.125	75/32	75/32	Chord	12/4	1	1	1/32		1/32	1	718													0
45	44	199	199	0.0	19/8	19/8	Spanner	12/4	1	1	0																2	0
45	44	1593/8	1593/8	0.125	77/32	77/32	Chord	12/4	1	1	1/32		1/32	1	719												2	0
45	44	1595/8	1595/8	0.125	79/32	79/32	Chord	12/4	1	1	1/32		1/32	1	720												2	0
45	44	1597/8	1597/8	0.125	81/32	81/32	Chord	12/4	1	1	1/32		1/32	1	721												2	0
45	44	1599/8	1599/8	0.125	83/32	83/32	Chord	12/4	1	1	1/32		1/32	1	722												2	0
45	44	1601/8	1601/8	0.125	85/32	85/32	Chord	12/4	1	1	1/32		1/32	1	723												2	0
45	44	401/2	401/2	0.0	11/4	11/4	Spanner	12/4	1	1	0																	0
45	44	401/2	401/2	0.25	11/4	11/4	Chord	12/4	1	1	1/16		1/16	1	724									29				0
45	44	803/4	803/4	0.0	45/16	45/16	StaffText	12/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>riten."						29				0
45	44	803/4	803/4	0.25	45/16	45/16	Chord	12/4	1	1	1/16		1/16	1	725		articStaccatoBelow							29				0
45	44	201	201	0.375	23/8	23/8	Chord	12/4	1	1	3/32		1/16	3/2	726		articStaccatoBelow							29				0
45	44	1611/8	1611/8	0.125	95/32	95/32	Chord	12/4	1	1	1/32		1/32	1	727													0
45	44	389/2	389/2	0.125	5/4	5/4	Chord	12/4	1	2	1/32		1/32	1	728													0
45	44	779/4	779/4	0.125	21/16	21/16	Chord	12/4	1	2	1/32		1/32	1	729													0
45	44	195	195	0.125	11/8	11/8	Chord	12/4	1	2	1/32		1/32	1	730													0
45	44	781/4	781/4	0.125	23/16	23/16	Chord	12/4	1	2	1/32		1/32	1	731													0
45	44	391/2	391/2	0.125	3/2	3/2	Chord	12/4	1	2	1/32		1/32	1	732													0
45	44	783/4	783/4	0.125	25/16	25/16	Chord	12/4	1	2	1/32		1/32	1	733													0
45	44	196	196	0.125	13/8	13/8	Chord	12/4	1	2	1/32		1/32	1	734													0
45	44	785/4	785/4	0.125	27/16	27/16	Chord	12/4	1	2	1/32		1/32	1	735													0
45	44	393/2	393/2	0.125	7/4	7/4	Chord	12/4	1	2	1/32		1/32	1	736													0
45	44	787/4	787/4	0.125	29/16	29/16	Chord	12/4	1	2	1/32		1/32	1	737													0
45	44	197	197	0.125	15/8	15/8	Chord	12/4	1	2	1/32		1/32	1	738													0
45	44	789/4	789/4	0.125	31/16	31/16	Chord	12/4	1	2	1/32		1/32	1	739													0
45	44	395/2	395/2	0.125	2	2	Chord	12/4	1	2	1/32		1/32	1	740													0
45	44	791/4	791/4	0.125	33/16	33/16	Chord	12/4	1	2	1/32		1/32	1	741													0
45	44	198	198	0.125	17/8	17/8	Chord	12/4	1	2	1/32		1/32	1	742													0
45	44	793/4	793/4	0.125	35/16	35/16	Chord	12/4	1	2	1/32		1/32	1	743													0
45	44	397/2	397/2	0.125	9/4	9/4	Chord	12/4	1	2	1/32		1/32	1	744													0
45	44	795/4	795/4	0.125	37/16	37/16	Chord	12/4	1	2	1/32		1/32	1	745													0
45	44	199	199	0.125	19/8	19/8	Chord	12/4	1	2	1/32		1/32	1	746													0
45	44	797/4	797/4	0.125	39/16	39/16	Chord	12/4	1	2	1/32		1/32	1	747													0
45	44	399/2	399/2	0.125	5/2	5/2	Chord	12/4	1	2	1/32		1/32	1	748													0
45	44	799/4	799/4	0.125	41/16	41/16	Chord	12/4	1	2	1/32		1/32	1	749													0
45	44	200	200	0.125	21/8	21/8	Chord	12/4	1	2	1/32		1/32	1	750													0
45	44	801/4	801/4	0.25	43/16	43/16	Chord	12/4	1	2	1/16		1/16	1	751													0
45	44	379/2	379/2	0.0	0	0	StaffText	12/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
45	44	379/2	379/2	0.0	0	0	Dynamic	12/4	2	1	0					ff												
45	44	379/2	379/2	0.3333333333333333	0	0	Chord	12/4	2	1	1/12		1/8	2/3	752													
45	44	1139/6	1139/6	0.3333333333333333	1/12	1/12	Chord	12/4	2	1	1/12		1/8	2/3	753													
45	44	1141/6	1141/6	0.3333333333333333	1/6	1/6	Chord	12/4	2	1	1/12		1/8	2/3	754													
45	44	381/2	381/2	0.3333333333333333	1/4	1/4	Chord	12/4	2	1	1/12		1/8	2/3	755		articStaccatoAbove											
45	44	383/2	383/2	0.0	1/2	1/2	StaffText	12/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
45	44	383/2	383/2	0.5	1/2	1/2	Chord	12/4	2	1	1/8		1/8	1	756		articStaccatoAbove											
45	44	385/2	385/2	0.5	3/4	3/4	Chord	12/4	2	1	1/8		1/8	1	757		articStaccatoBelow											
46	45	403/2	403/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	758		articAccentAbove							30				0
46	45	407/2	407/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	759													0
46	45	403/2	403/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
46	45	403/2	403/2	0.0	0	0	Dynamic	4/4	2	1	0					p												
46	45	403/2	403/2	0.3333333333333333	0	0	Chord	4/4	2	1	1/12		1/8	2/3	760													
46	45	1211/6	1211/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	761													
46	45	1213/6	1213/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	762													
46	45	405/2	405/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	763													
46	45	1217/6	1217/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	764													
46	45	1219/6	1219/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	765													
46	45	407/2	407/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	766													
46	45	1223/6	1223/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	767													
46	45	1225/6	1225/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	768													
46	45	409/2	409/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	769													
46	45	1229/6	1229/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	770													
46	45	1231/6	1231/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	771													
47	46	411/2	411/2	0.0	0	0	StaffText	4/4	1	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>stringendo"										0
47	46	411/2	411/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	772													0
47	46	415/2	415/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	773		articTenutoAbove											0
47	46	417/2	417/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	774		articTenutoAbove											0
47	46	411/2	411/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
47	46	411/2	411/2	0.0	0	0	Dynamic	4/4	2	1	0					ff												
47	46	1235/6	1235/6	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>vibrato"										
47	46	1235/6	1235/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	775													
47	46	1237/6	1237/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	776													
47	46	413/2	413/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	777													
47	46	1241/6	1241/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	778													
47	46	1243/6	1243/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	779													
47	46	415/2	415/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	780													
47	46	1247/6	1247/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	781													
47	46	1249/6	1249/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	782													
47	46	417/2	417/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	783													
47	46	1253/6	1253/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	784													
47	46	1255/6	1255/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	785													
47	46	411/2	411/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	786													
48	47	419/2	419/2	0.0	0	0	StaffText	4/4	1	1	0							rit.										0
48	47	419/2	419/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	787		articMarcatoAbove											0
48	47	421/2	421/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	788									31				0
48	47	1265/6	1265/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	789		articTenutoAbove							31				0
48	47	634/3	634/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	790													0
48	47	423/2	423/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	791													0
48	47	853/4	853/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	792													0
48	47	419/2	419/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
48	47	1259/6	1259/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	793													
48	47	1261/6	1261/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	794													
48	47	421/2	421/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	795													
48	47	1265/6	1265/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	796													
48	47	1267/6	1267/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	797													
48	47	423/2	423/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	798													
48	47	1271/6	1271/6	0.6666666666666666	7/12	7/12	Chord	4/4	2	1	1/6		1/4	2/3	799		articAccentAbove											
48	47	425/2	425/2	0.6666666666666666	3/4	3/4	Chord	4/4	2	1	1/6		1/4	2/3	800		articTenutoAbove											
48	47	1279/6	1279/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	801													
48	47	419/2	419/2	1.0	0	0	Chord	4/4	2	2	1/4		1/4	1	802													
48	47	1271/6	1271/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	803													
48	47	1273/6	1273/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	804													
48	47	425/2	425/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	805													
48	47	1277/6	1277/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	806													
48	47	1279/6	1279/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	807													
49	48	427/2	427/2	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	808		articStaccatoAbove											0
49	48	214	214	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	809		articStaccatoAbove											0
49	48	429/2	429/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	810		articStaccatoAbove											0
49	48	215	215	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	811		articStaccatoAbove											0
49	48	431/2	431/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	812		articStaccatoAbove											0
49	48	216	216	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	813		articStaccatoAbove											0
49	48	433/2	433/2	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	814									32				0
49	48	869/4	869/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	815													0
49	48	1283/6	1283/6	0.0	1/12	1/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
49	48	1283/6	1283/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	816													
49	48	1285/6	1285/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	817													
49	48	429/2	429/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	818													
49	48	1289/6	1289/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	819													
49	48	1295/6	1295/6	0.0	7/12	7/12	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
49	48	1295/6	1295/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	820													
49	48	1297/6	1297/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	821													
49	48	433/2	433/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	822													
49	48	1301/6	1301/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	823													
49	48	427/2	427/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	824													
49	48	431/2	431/2	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	825													
50	49	435/2	435/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	826									33				0
50	49	439/2	439/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	827													0
50	49	435/2	435/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
50	49	435/2	435/2	0.0	0	0	Spanner	4/4	2	1	0															11		
50	49	439/2	439/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
50	49	439/2	439/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
50	49	439/2	439/2	0.0	1/2	1/2	Spanner	4/4	2	1	0																	
50	49	439/2	439/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	828		articAccentAbove											
50	49	441/2	441/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	829													
50	49	435/2	435/2	0.3333333333333333	0	0	Chord	4/4	2	2	1/12		1/8	2/3	830													
50	49	1307/6	1307/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	2	1/12		1/8	2/3	831													
50	49	1309/6	1309/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	2	1/12		1/8	2/3	832													
50	49	437/2	437/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	2	1/12		1/8	2/3	833													
50	49	1313/6	1313/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	2	1/12		1/8	2/3	834													
50	49	1315/6	1315/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	2	1/12		1/8	2/3	835													
50	49	439/2	439/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	2	1/12		1/8	2/3	836													
50	49	1319/6	1319/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	2	1/12		1/8	2/3	837													
50	49	1321/6	1321/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	2	1/12		1/8	2/3	838													
50	49	441/2	441/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	2	1/12		1/8	2/3	839													
50	49	1325/6	1325/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	2	1/12		1/8	2/3	840													
50	49	1327/6	1327/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	2	1/12		1/8	2/3	841													
51	50	443/2	443/2	2.0	0	0	Chord	4/4	1	1	1/2		1/2	1	842													0
51	50	447/2	447/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	843		articTenutoAbove											0
51	50	449/2	449/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	844													0
51	50	443/2	443/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
51	50	443/2	443/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>una corda"										
51	50	443/2	443/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Plantin MT Std""/>dolce dolente"										
51	50	1331/6	1331/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	845													
51	50	1333/6	1333/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	846													
51	50	445/2	445/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	847													
51	50	1337/6	1337/6	0.3333333333333333	1/3	1/3	Chord	4/4	2	1	1/12		1/8	2/3	848													
51	50	1339/6	1339/6	0.3333333333333333	5/12	5/12	Chord	4/4	2	1	1/12		1/8	2/3	849													
51	50	447/2	447/2	0.3333333333333333	1/2	1/2	Chord	4/4	2	1	1/12		1/8	2/3	850													
51	50	1343/6	1343/6	0.3333333333333333	7/12	7/12	Chord	4/4	2	1	1/12		1/8	2/3	851													
51	50	1345/6	1345/6	0.3333333333333333	2/3	2/3	Chord	4/4	2	1	1/12		1/8	2/3	852													
51	50	449/2	449/2	0.3333333333333333	3/4	3/4	Chord	4/4	2	1	1/12		1/8	2/3	853													
51	50	1349/6	1349/6	0.3333333333333333	5/6	5/6	Chord	4/4	2	1	1/12		1/8	2/3	854													
51	50	1351/6	1351/6	0.3333333333333333	11/12	11/12	Chord	4/4	2	1	1/12		1/8	2/3	855													
51	50	443/2	443/2	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	856													
52	51	451/2	451/2	0.0	0	0	StaffText	4/4	1	1	0							rit.										0
52	51	451/2	451/2	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	857		articAccentAbove											0
52	51	453/2	453/2	0.3333333333333333	1/4	1/4	Chord	4/4	1	1	1/12		1/8	2/3	858									34				0
52	51	1361/6	1361/6	0.5	1/3	1/3	Chord	4/4	1	1	1/8		1/8	1	859		articTenutoAbove							34				0
52	51	682/3	682/3	0.16666666666666666	11/24	11/24	Chord	4/4	1	1	1/24		1/16	2/3	860													0
52	51	455/2	455/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	861													0
52	51	457/2	457/2	0.0	3/4	3/4	Spanner	4/4	1	1	0																	0, 4
52	51	917/4	917/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	862													0, 4
52	51	451/2	451/2	0.0	0	0	StaffText	4/4	2	1	0							"<font size=""9.7197""/><font face=""Opus Text Std""/>P"										
52	51	1355/6	1355/6	0.3333333333333333	1/12	1/12	Chord	4/4	2	1	1/12		1/8	2/3	863													
52	51	1357/6	1357/6	0.3333333333333333	1/6	1/6	Chord	4/4	2	1	1/12		1/8	2/3	864													
52	51	453/2	453/2	0.3333333333333333	1/4	1/4	Chord	4/4	2	1	1/12		1/8	2/3	865													
