mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	Ottava:8va
98	98	583	583	0.0	5/4	5/4	Spanner	6/4	1	1	0														
98	98	583	583	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1087											
98	98	578	578	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1088											
98	98	1157/2	1157/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1089											
98	98	579	579	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1090											
98	98	1159/2	1159/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1091											
98	98	580	580	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1092											
98	98	1161/2	1161/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1093											
98	98	581	581	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1094											
98	98	1163/2	1163/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1095											
98	98	582	582	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1096											
98	98	1165/2	1165/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1097											
98	98	583	583	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1098											
98	98	1167/2	1167/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1099											
99	99	584	584	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	1100		articAccentAbove		99							
99	99	586	586	0.0	1/2	1/2	Spanner	6/4	1	1	0							99				7			
99	99	586	586	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1101				99				7			
99	99	587	587	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1102				99				7			
99	99	588	588	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	1103				99				7			
99	99	1179/2	1179/2	0.0	11/8	11/8	Spanner	6/4	1	1	0														
99	99	1179/2	1179/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1104											
99	99	584	584	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1105											
99	99	1169/2	1169/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1106											
99	99	585	585	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1107											
99	99	1171/2	1171/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1108											
99	99	586	586	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1109											
99	99	1173/2	1173/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1110											
99	99	587	587	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1111											
99	99	1175/2	1175/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1112											
99	99	588	588	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1113											
99	99	1177/2	1177/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1114											
99	99	589	589	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1115											
99	99	1179/2	1179/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1116											
100	100	590	590	0.0	0	0	Dynamic	6/4	1	1	0				sf										
100	100	590	590	0.0	0	0	Spanner	6/4	1	1	0											8			
100	100	590	590	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1117								8			
100	100	593	593	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	1118								8			
100	100	595	595	0.0	5/4	5/4	Spanner	6/4	1	1	0														
100	100	595	595	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1119											
100	100	590	590	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1120											
100	100	1181/2	1181/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1121											
100	100	591	591	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1122											
100	100	1183/2	1183/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1123											
100	100	592	592	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1124											
100	100	1185/2	1185/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1125											
100	100	593	593	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1126											
100	100	1187/2	1187/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1127											
100	100	594	594	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1128											
100	100	1189/2	1189/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1129											
100	100	595	595	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1130											
100	100	1191/2	1191/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1131											
101	101	596	596	0.0	0	0	Spanner	6/4	1	1	0											9			
101	101	596	596	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	1132		articAccentAbove		100				9			
101	101	598	598	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1133				100				9			
101	101	599	599	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1134				100				9			
101	101	600	600	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	1135				100				9			
101	101	1203/2	1203/2	0.0	11/8	11/8	Spanner	6/4	1	1	0														
101	101	1203/2	1203/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1136											
101	101	596	596	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1137											
101	101	1193/2	1193/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1138											
101	101	597	597	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1139											
101	101	1195/2	1195/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1140											
101	101	598	598	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1141											
101	101	1197/2	1197/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1142											
101	101	599	599	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1143											
101	101	1199/2	1199/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1144											
101	101	600	600	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1145											
101	101	1201/2	1201/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1146											
101	101	601	601	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1147											
101	101	1203/2	1203/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1148											
102	102	602	602	0.0	0	0	Spanner	6/4	1	1	0											10			
102	102	602	602	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1149								10			
102	102	605	605	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	1150								10			
102	102	607	607	0.0	5/4	5/4	Spanner	6/4	1	1	0														
102	102	607	607	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1151											
102	102	602	602	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1152											
102	102	1205/2	1205/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1153											
102	102	603	603	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1154											
102	102	1207/2	1207/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1155											
102	102	604	604	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1156											
102	102	1209/2	1209/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1157											
102	102	605	605	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1158											
102	102	1211/2	1211/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1159											
102	102	606	606	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1160											
102	102	1213/2	1213/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1161											
102	102	607	607	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1162											
102	102	1215/2	1215/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1163											
103	103	608	608	0.0	0	0	Spanner	6/4	1	1	0											11			
103	103	608	608	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	1164		articAccentAbove		101				11			
103	103	610	610	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1165				101				11			
103	103	611	611	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1166				101				11			
103	103	612	612	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	1167				101				11			
103	103	1227/2	1227/2	0.0	11/8	11/8	Spanner	6/4	1	1	0														
103	103	1227/2	1227/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1168											
103	103	608	608	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1169											
103	103	1217/2	1217/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1170											
103	103	609	609	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1171											
103	103	1219/2	1219/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1172											
103	103	610	610	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1173											
103	103	1221/2	1221/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1174											
103	103	611	611	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1175											
103	103	1223/2	1223/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1176											
103	103	612	612	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1177											
103	103	1225/2	1225/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1178											
103	103	613	613	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1179											
103	103	1227/2	1227/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1180											
104	104	614	614	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1181											
104	104	617	617	2.0	3/4	3/4	Chord	6/4	1	1	1/2	1/2	1	1182											
104	104	619	619	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1183											
104	104	614	614	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1184											
104	104	1229/2	1229/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1185											
104	104	615	615	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1186											
104	104	1231/2	1231/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1187											
104	104	616	616	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1188											
104	104	1233/2	1233/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1189											
104	104	617	617	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1190											
104	104	1235/2	1235/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1191											
104	104	618	618	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1192											
104	104	1237/2	1237/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1193											
104	104	619	619	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1194											
104	104	1239/2	1239/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1195											
105	105	620	620	0.0	0	0	Spanner	6/4	1	1	0											12			
105	105	620	620	2.0	0	0	Chord	6/4	1	1	1/2	1/2	1	1196				102				12			
105	105	622	622	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1197				102				12			
105	105	623	623	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1198				102				12			
105	105	624	624	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	1199				102				12			
105	105	1251/2	1251/2	0.0	11/8	11/8	Spanner	6/4	1	1	0														
105	105	1251/2	1251/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1200											
105	105	620	620	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1201											
105	105	1241/2	1241/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1202											
105	105	621	621	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1203											
105	105	1243/2	1243/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1204											
105	105	622	622	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1205											
105	105	1245/2	1245/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1206											
105	105	623	623	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1207											
105	105	1247/2	1247/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1208											
105	105	624	624	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1209											
105	105	1249/2	1249/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1210											
105	105	625	625	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1211											
105	105	1251/2	1251/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1212											
106	106	626	626	0.0	0	0	Dynamic	6/4	1	1	0				sf										
106	106	626	626	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	1213											
106	106	1255/2	1255/2	0.0	3/8	3/8	StaffText	6/4	1	1	0						<i>tutta forza</i>								
106	106	1255/2	1255/2	0.0	3/8	3/8	Spanner	6/4	1	1	0														2
106	106	1255/2	1255/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1214											2
106	106	628	628	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1215											2
106	106	1257/2	1257/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1216											2
106	106	629	629	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1217											2
106	106	1259/2	1259/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1218											2
106	106	630	630	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1219											2
106	106	1261/2	1261/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1220											2
106	106	631	631	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	1221											2
106	106	1263/2	1263/2	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	1222											2
106	106	626	626	1.5	0	0	Chord	6/4	2	1	3/8	1/4	3/2	1223											
106	106	1255/2	1255/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1224											
106	106	628	628	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1225											
106	106	1257/2	1257/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1226											
106	106	629	629	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1227											
106	106	1259/2	1259/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1228											
106	106	630	630	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1229											
106	106	1261/2	1261/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1230											
106	106	631	631	0.5	5/4	5/4	Chord	6/4	2	1	1/8	1/8	1	1231											
106	106	1263/2	1263/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1232											
107	107	632	632	0.0	0	0	Spanner	6/4	1	1	0														
107	107	632	632	0.5	0	0	Chord	6/4	1	1	1/8	1/8	1	1233											
107	107	1265/2	1265/2	0.5	1/8	1/8	Chord	6/4	1	1	1/8	1/8	1	1234											
107	107	633	633	0.5	1/4	1/4	Chord	6/4	1	1	1/8	1/8	1	1235											
107	107	1267/2	1267/2	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	1236											
107	107	634	634	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	1237											
107	107	1269/2	1269/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1238											
107	107	635	635	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	1239											
107	107	1271/2	1271/2	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	1240											
107	107	636	636	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	1241											
107	107	1273/2	1273/2	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	1242											
107	107	637	637	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1243											
107	107	632	632	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	1244											
107	107	1265/2	1265/2	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	1245											
107	107	633	633	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	1246											
107	107	1267/2	1267/2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	1247											
107	107	634	634	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	1248											
107	107	1269/2	1269/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1249											
107	107	635	635	0.5	3/4	3/4	Chord	6/4	2	1	1/8	1/8	1	1250											
107	107	1271/2	1271/2	0.5	7/8	7/8	Chord	6/4	2	1	1/8	1/8	1	1251											
107	107	636	636	0.5	1	1	Chord	6/4	2	1	1/8	1/8	1	1252											
107	107	1273/2	1273/2	0.5	9/8	9/8	Chord	6/4	2	1	1/8	1/8	1	1253											
107	107	637	637	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1254											
108	108	638	638	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	1255											
108	108	639	639	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	1256											
108	108	640	640	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1257											
108	108	641	641	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1258											
108	108	642	642	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	1259		articMarcatoAbove									
108	108	638	638	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1260											
108	108	639	639	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	1261											
108	108	640	640	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	1262											
108	108	641	641	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1263											
108	108	642	642	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	1264		articMarcatoAbove									
109	109	644	644	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	1265											
109	109	645	645	0.0	1/4	1/4	Dynamic	6/4	1	1	0				fff										
109	109	645	645	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1266				103							
109	109	1293/2	1293/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1267				103							
109	109	647	647	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1268		articStaccatoBelow									
109	109	648	648	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	1269		articMarcatoAbove									
109	109	644	644	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1270											
109	109	645	645	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	1271				104							
109	109	1293/2	1293/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1272				104							
109	109	647	647	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1273		articStaccatoBelow									
109	109	648	648	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	1274		articMarcatoAbove									
110	110	650	650	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	1275											
110	110	651	651	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1276				105							
110	110	1305/2	1305/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1277				105							
110	110	653	653	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1278		articStaccatoBelow									
110	110	654	654	2.0	1	1	Chord	6/4	1	1	1/2	1/2	1	1279		articMarcatoAbove									
110	110	650	650	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1280											
110	110	651	651	1.5	1/4	1/4	Chord	6/4	2	1	3/8	1/4	3/2	1281				106							
110	110	1305/2	1305/2	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	1282				106							
110	110	653	653	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1283		articStaccatoBelow									
110	110	654	654	0.0	1	1	Spanner	6/4	2	1	0								1	1					
110	110	654	654	2.0	1	1	Chord	6/4	2	1	1/2	1/2	1	1284		articMarcatoAbove			1	1					
111	111	656	656	1.0	0	0	Chord	6/4	1	1	1/4	1/4	1	1285											
111	111	657	657	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	1286				107							
111	111	658	658	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1287				107							
111	111	659	659	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1288				107							
111	111	660	660	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	1289				107							
111	111	661	661	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1290											
111	111	656	656	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	1291					1	1					
111	111	657	657	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	1292				108	1	1					
111	111	658	658	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	1293				108	1	1					
111	111	659	659	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1294				108	1	1					
111	111	660	660	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	1295				108	1	1					
111	111	661	661	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1296					1	1					
112	112	662	662	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1297		articAccentBelow		109							
112	112	665	665	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1298											
112	112	662	662	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1299		articAccentBelow		110	1	1					
112	112	665	665	0.0	3/4	3/4	Spanner	6/4	2	1	0														
112	112	665	665	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1300											
113	113	668	668	0.0	0	0	StaffText	6/4	1	1	0						<i>ritenuto il tempo</i>								
113	113	669	669	0.0	1/4	1/4	StaffText	6/4	1	1	0						<i>dolce</i>								
113	113	669	669	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1301				111							
113	113	1341/2	1341/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1302				111							
113	113	671	671	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1303											
113	113	669	669	2.0	1/4	1/4	Chord	6/4	1	2	1/2	1/2	1	1304											
113	113	669	669	2.0	1/4	1/4	Chord	6/4	2	1	1/2	1/2	1	1305											
113	113	672	672	1.5	1	1	Chord	6/4	2	1	3/8	1/4	3/2	1306				112							
113	113	1347/2	1347/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1307											
114	114	675	675	1.5	1/4	1/4	Chord	6/4	1	1	3/8	1/4	3/2	1308				113							
114	114	1353/2	1353/2	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	1309				113							
114	114	677	677	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1310											
114	114	675	675	2.0	1/4	1/4	Chord	6/4	1	2	1/2	1/2	1	1311											
114	114	674	674	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1312											
114	114	678	678	1.5	1	1	Chord	6/4	2	1	3/8	1/4	3/2	1313				114							
114	114	1359/2	1359/2	0.5	11/8	11/8	Chord	6/4	2	1	1/8	1/8	1	1314											
115	115	681	681	0.0	1/4	1/4	StaffText	6/4	1	1	0						<i>dolce</i>								
115	115	681	681	1.0	1/4	1/4	Chord	6/4	1	1	1/4	1/4	1	1315				115							
115	115	682	682	1.0	1/2	1/2	Chord	6/4	1	1	1/4	1/4	1	1316				115							
115	115	683	683	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	1317				115							
115	115	684	684	1.0	1	1	Chord	6/4	1	1	1/4	1/4	1	1318				115							
115	115	685	685	1.0	5/4	5/4	Chord	6/4	1	1	1/4	1/4	1	1319				115							
115	115	681	681	2.0	1/4	1/4	Chord	6/4	1	2	1/2	1/2	1	1320											
115	115	683	683	3.0	3/4	3/4	Chord	6/4	1	2	3/4	1/2	3/2	1321											
115	115	681	681	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	1322				116							
115	115	682	682	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	1323				116							
115	115	683	683	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	1324				116							
115	115	684	684	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	1325				116							
115	115	685	685	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	1326				116							
115	115	680	680	3.0	0	0	Chord	6/4	2	2	3/4	1/2	3/2	1327											
115	115	683	683	3.0	3/4	3/4	Chord	6/4	2	2	3/4	1/2	3/2	1328											
116	116	686	686	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	1329											
116	116	686	686	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	1330				117							
116	116	689	689	0.0	3/4	3/4	Spanner	6/4	1	2	0							117				13			
116	116	689	689	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	1331				117				13			
116	116	690	690	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	1332				117				13			
116	116	691	691	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	1333				117				13			
116	116	686	686	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1334											
116	116	686	686	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	1335											
117	117	692	692	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	1336											
117	117	692	692	0.0	0	0	Spanner	6/4	1	2	0							117							
117	117	692	692	0.0	0	0	Spanner	6/4	1	2	0							117			9				
117	117	692	692	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	1337				117			9				
117	117	695	695	0.0	3/4	3/4	Spanner	6/4	1	2	0							117							
117	117	695	695	2.0	3/4	3/4	Chord	6/4	1	2	1/2	1/2	1	1338				117							
117	117	697	697	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	1339											
117	117	692	692	6.0	0	0	Chord	6/4	2	1	3/2	1	3/2	1340											
118	118	698	698	6.0	0	0	Chord	6/4	1	1	3/2	1	3/2	1341											
118	118	698	698	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	1342				118							
118	118	701	701	0.0	3/4	3/4	Spanner	6/4	1	2	0							118				14			
118	118	701	701	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	1343				118				14			
118	118	702	702	1.0	1	1	Chord	6/4	1	2	1/4	1/4	1	1344				118				14			
118	118	703	703	1.0	5/4	5/4	Chord	6/4	1	2	1/4	1/4	1	1345				118				14			
118	118	698	698	3.0	0	0	Chord	6/4	2	1	3/4	1/2	3/2	1346				119							
118	118	701	701	3.0	3/4	3/4	Chord	6/4	2	1	3/4	1/2	3/2	1347				119							
118	118	698	698	6.0	0	0	Chord	6/4	2	2	3/2	1	3/2	1348											
119	119	704	704	0.0	0	0	Spanner	6/4	1	1	0										10				
