mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_stringendo	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va
88	88	226	226	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	809		articAccentAbove								
88	88	907/4	907/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	810										
88	88	227	227	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	811										
88	88	909/4	909/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	812										
88	88	455/2	455/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	813										
88	88	911/4	911/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	814										
88	88	226	226	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	815										
89	89	228	228	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	816		articStaccatoBelow		36						
89	89	457/2	457/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	817		articStaccatoBelow		36						
89	89	229	229	0.0	1/4	1/4	StaffText	2/4	1	1	0							smorz.	36						
89	89	229	229	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	818		articStaccatoBelow		36						
89	89	459/2	459/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	819		articStaccatoBelow		36						
89	89	230	230	0.5	1/2	1/2	Chord	2/4	1	1	1/8		1/8	1	820		articStaccatoBelow		36						
89	89	461/2	461/2	0.5	5/8	5/8	Chord	2/4	1	1	1/8		1/8	1	821		articStaccatoBelow		36						
89	89	231	231	0.5	3/4	3/4	Chord	2/4	1	1	1/8		1/8	1	822		articStaccatoBelow		36						
89	89	463/2	463/2	0.5	7/8	7/8	Chord	2/4	1	1	1/8		1/8	1	823		articStaccatoBelow								
90	90	232	232	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	824				37						
90	90	931/4	931/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	825										
90	90	233	233	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	826										
90	90	933/4	933/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	827										
90	90	467/2	467/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	828										
90	90	935/4	935/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	829										
90	90	232	232	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	830										
91	91	234	234	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	831										
91	91	939/4	939/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	832										
91	91	235	235	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	833										
91	91	941/4	941/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	834										
91	91	471/2	471/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	835										
91	91	943/4	943/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	836										
91	91	234	234	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	837										
92	92	236	236	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	838		articAccentAbove								
92	92	947/4	947/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	839										
92	92	237	237	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	840										
92	92	949/4	949/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	841										
92	92	475/2	475/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	842										
92	92	951/4	951/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	843										
92	92	236	236	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	844										
93	93	238	238	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	845		articStaccatoBelow		38						
93	93	477/2	477/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	846		articStaccatoBelow		38						
93	93	239	239	0.0	1/4	1/4	StaffText	2/4	1	1	0							smorz.	38						
93	93	239	239	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	847		articStaccatoBelow		38						
93	93	479/2	479/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	848		articStaccatoBelow		38						
93	93	240	240	0.5	1/2	1/2	Chord	2/4	1	1	1/8		1/8	1	849		articStaccatoBelow		38						
93	93	481/2	481/2	0.5	5/8	5/8	Chord	2/4	1	1	1/8		1/8	1	850		articStaccatoBelow		38						
93	93	241	241	0.5	3/4	3/4	Chord	2/4	1	1	1/8		1/8	1	851		articStaccatoBelow		38						
93	93	483/2	483/2	0.5	7/8	7/8	Chord	2/4	1	1	1/8		1/8	1	852		articStaccatoBelow								
94	94	242	242	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""12""/>agitato"							
94	94	242	242	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	853				39						
94	94	243	243	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	854				39						
94	94	971/4	971/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	855										
94	94	243	243	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	856										
94	94	973/4	973/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	857										
94	94	487/2	487/2	0.0	3/8	3/8	Spanner	2/4	1	2	0													11	
94	94	487/2	487/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	858									11	
94	94	975/4	975/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	859									11	
94	94	242	242	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	860										
95	95	244	244	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	861				39					11	
95	95	245	245	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	862										
95	95	979/4	979/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	863										
95	95	245	245	0.0	1/4	1/4	Spanner	2/4	1	2	0														
95	95	245	245	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	864										
95	95	981/4	981/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	865										
95	95	491/2	491/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	866										
95	95	983/4	983/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	867										
95	95	244	244	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	868										
96	96	246	246	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	869		articAccentAbove		40						
96	96	987/4	987/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	870										
96	96	247	247	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	871										
96	96	989/4	989/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	872										
96	96	495/2	495/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	873										
96	96	991/4	991/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	874										
96	96	246	246	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	875										
97	97	248	248	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	876										
97	97	995/4	995/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	877										
97	97	249	249	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	878										
97	97	997/4	997/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	879										
97	97	499/2	499/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	880										
97	97	999/4	999/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	881										
97	97	248	248	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	882										
98	98	250	250	0.0	0	0	StaffText	2/4	1	1	0							accel.							
98	98	250	250	0.0	0	0	Spanner	2/4	1	1	0												0		
98	98	250	250	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	883				41				0		
98	98	251	251	0.0	1/4	1/4	Spanner	2/4	1	1	0								41				0	12	
98	98	251	251	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	884				41				0	12	
98	98	1003/4	1003/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	885								0	12	
98	98	251	251	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	886								0	12	
98	98	1005/4	1005/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	887								0	12	
98	98	503/2	503/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	888								0	12	
98	98	1007/4	1007/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	889								0	12	
98	98	250	250	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	890										
99	99	252	252	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	891				41				0	12	
99	99	253	253	0.0	1/4	1/4	Spanner	2/4	1	1	0												0		
99	99	253	253	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	892								0		
99	99	1011/4	1011/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	893								0		
99	99	253	253	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	894								0		
99	99	1013/4	1013/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	895								0		
99	99	507/2	507/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	896								0		
99	99	1015/4	1015/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	897								0		
99	99	252	252	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	898										
100	100	254	254	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	899		articAccentAbove						0		
100	100	255	255	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	900								0		
100	100	1531/6	1531/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	901								0		
100	100	766/3	766/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	902								0		
100	100	511/2	511/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	903								0		
100	100	767/3	767/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	904								0		
100	100	1535/6	1535/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	905								0		
100	100	254	254	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	906										
101	101	256	256	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	907								0		
101	101	257	257	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	908								0		
101	101	1543/6	1543/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	909								0		
101	101	772/3	772/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	910								0		
101	101	515/2	515/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	911								0		
101	101	773/3	773/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	912								0		
101	101	1547/6	1547/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	913								0		
102	102	258	258	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	914		articAccentAbove						0		
102	102	259	259	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	915								0		
102	102	1555/6	1555/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	916								0		
102	102	778/3	778/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	917								0		
102	102	519/2	519/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	918								0		
102	102	2077/8	2077/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	919								0		
102	102	1039/4	1039/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	920								0		
102	102	2079/8	2079/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	921								0		
102	102	258	258	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	922										
103	103	260	260	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	923								0		
103	103	261	261	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	924								0		
103	103	1567/6	1567/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	925								0		
103	103	784/3	784/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	926								0		
103	103	523/2	523/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	927								0		
103	103	2093/8	2093/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	928								0		
103	103	1047/4	1047/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	929								0		
103	103	2095/8	2095/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	930								0		
104	104	262	262	0.0	0	0	StaffText	2/4	1	1	0							rinforz.					0		
104	104	262	262	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	931		articAccentAbove						0		
104	104	263	263	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	932								0		
104	104	1579/6	1579/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	933								0		
104	104	790/3	790/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	934								0		
104	104	527/2	527/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	935								0		
104	104	2109/8	2109/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	936								0		
104	104	1055/4	1055/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	937								0		
104	104	2111/8	2111/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	938								0		
104	104	262	262	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	939										
105	105	264	264	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	940		articAccentAbove						0		
105	105	531/2	531/2	0.0	3/8	3/8	Spanner	2/4	1	1	0														
105	105	265	265	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	941										
105	105	1591/6	1591/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	942										
105	105	796/3	796/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	943										
105	105	531/2	531/2	0.125	3/8	3/8	Chord	2/4	1	2	1/32		1/32	1	944										
105	105	2125/8	2125/8	0.125	13/32	13/32	Chord	2/4	1	2	1/32		1/32	1	945										
105	105	1063/4	1063/4	0.125	7/16	7/16	Chord	2/4	1	2	1/32		1/32	1	946										
105	105	2127/8	2127/8	0.125	15/32	15/32	Chord	2/4	1	2	1/32		1/32	1	947										
106	106	266	266	0.16666666666666666	0	0	Chord	2/4	1	1	1/24		1/16	2/3	948										
106	106	1597/6	1597/6	0.16666666666666666	1/24	1/24	Chord	2/4	1	1	1/24		1/16	2/3	949										
106	106	799/3	799/3	0.16666666666666666	1/12	1/12	Chord	2/4	1	1	1/24		1/16	2/3	950										
106	106	533/2	533/2	0.16666666666666666	1/8	1/8	Chord	2/4	1	1	1/24		1/16	2/3	951										
106	106	800/3	800/3	0.16666666666666666	1/6	1/6	Chord	2/4	1	1	1/24		1/16	2/3	952										
106	106	1601/6	1601/6	0.16666666666666666	5/24	5/24	Chord	2/4	1	1	1/24		1/16	2/3	953										
106	106	267	267	0.125	1/4	1/4	Chord	2/4	1	1	1/32		1/32	1	954										
106	106	2137/8	2137/8	0.0	9/32	9/32	Spanner	2/4	1	1	0													13	
106	106	2137/8	2137/8	0.125	9/32	9/32	Chord	2/4	1	1	1/32		1/32	1	955									13	
106	106	1069/4	1069/4	0.125	5/16	5/16	Chord	2/4	1	1	1/32		1/32	1	956									13	
106	106	2139/8	2139/8	0.125	11/32	11/32	Chord	2/4	1	1	1/32		1/32	1	957									13	
106	106	535/2	535/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32		1/32	1	958									13	
106	106	2141/8	2141/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32		1/32	1	959									13	
106	106	1071/4	1071/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	960									13	
106	106	2143/8	2143/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	961									13	
107	107	268	268	0.1	0	0	Chord	2/4	1	1	1/40		1/32	4/5	962									13	
107	107	2681/10	2681/10	0.1	1/40	1/40	Chord	2/4	1	1	1/40		1/32	4/5	963									13	
107	107	1341/5	1341/5	0.1	1/20	1/20	Chord	2/4	1	1	1/40		1/32	4/5	964									13	
107	107	2683/10	2683/10	0.1	3/40	3/40	Chord	2/4	1	1	1/40		1/32	4/5	965									13	
107	107	1342/5	1342/5	0.1	1/10	1/10	Chord	2/4	1	1	1/40		1/32	4/5	966									13	
107	107	537/2	537/2	0.0	1/8	1/8	Spanner	2/4	1	1	0														
107	107	537/2	537/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	967		articMarcatoAbove								
107	107	1079/4	1079/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	968										
107	107	537/2	537/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	969		articMarcatoAbove								
108	108	270	270	0.0	0	0	Dynamic	2/4	1	1	0					ff									
108	108	270	270	0.0	0	0	StaffText	2/4	1	1	0							Animato							
108	108	270	270	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	970										
108	108	271	271	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	971				42						
108	108	2169/8	2169/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	972				42						
108	108	1085/4	1085/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	973				42						
108	108	2171/8	2171/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	974				42						
108	108	543/2	543/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	975				42						
108	108	815/3	815/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	976				42						
108	108	1631/6	1631/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	977		articStaccatissimoBelow								
108	108	270	270	0.0	0	0	StaffText	2/4	2	1	0							"<font size=""12""/>con somma passione"							
108	108	270	270	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	978										
109	109	272	272	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	979										
109	109	1095/4	1095/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	980										
109	109	273	273	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	981				43						
109	109	2185/8	2185/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	982				43						
109	109	1093/4	1093/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	983				43						
109	109	2187/8	2187/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	984				43						
109	109	547/2	547/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	985				43						
109	109	821/3	821/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	986				43						
109	109	1643/6	1643/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	987		articStaccatissimoBelow								
110	110	274	274	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	988		articAccentAbove								
110	110	275	275	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	989				44						
110	110	2201/8	2201/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	990				44						
110	110	1101/4	1101/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	991				44						
110	110	2203/8	2203/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	992				44						
110	110	551/2	551/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	993				44						
110	110	827/3	827/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	994				44						
110	110	1655/6	1655/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	995		articStaccatissimoBelow								
110	110	274	274	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	996										
111	111	276	276	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	997										
111	111	277	277	0.125	1/4	1/4	Chord	2/4	1	2	1/32		1/32	1	998				45						
111	111	2217/8	2217/8	0.125	9/32	9/32	Chord	2/4	1	2	1/32		1/32	1	999				45						
111	111	1109/4	1109/4	0.125	5/16	5/16	Chord	2/4	1	2	1/32		1/32	1	1000				45						
111	111	2219/8	2219/8	0.125	11/32	11/32	Chord	2/4	1	2	1/32		1/32	1	1001				45						
111	111	555/2	555/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1002				45						
111	111	833/3	833/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1003				45						
111	111	1667/6	1667/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1004		articStaccatissimoBelow								
112	112	278	278	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1005										
112	112	279	279	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1006				46						
112	112	1675/6	1675/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1007				46						
112	112	838/3	838/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1008				46						
112	112	559/2	559/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1009				46						
112	112	839/3	839/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1010				46						
112	112	1679/6	1679/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1011		articStaccatissimoBelow								
112	112	278	278	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1012										
113	113	280	280	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1013										
113	113	1127/4	1127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1014										
113	113	281	281	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1015				47						
113	113	1687/6	1687/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1016				47						
113	113	844/3	844/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1017				47						
113	113	563/2	563/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1018				47						
113	113	845/3	845/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1019				47						
113	113	1691/6	1691/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1020		articStaccatissimoBelow								
114	114	282	282	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1021		articAccentAbove								
114	114	283	283	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1022				48						
114	114	1699/6	1699/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1023				48						
114	114	850/3	850/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1024				48						
114	114	567/2	567/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1025				48						
114	114	851/3	851/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1026				48						
114	114	1703/6	1703/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1027		articStaccatissimoBelow								
114	114	282	282	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1028										
115	115	284	284	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1029										
115	115	285	285	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1030				49						
115	115	1711/6	1711/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1031				49						
115	115	856/3	856/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1032				49						
115	115	571/2	571/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1033				49						
115	115	857/3	857/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1034				49						
115	115	1715/6	1715/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1035		articStaccatissimoBelow								
116	116	286	286	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1036		articAccentAbove								
116	116	287	287	0.0	1/4	1/4	StaffText	2/4	1	1	0							"<font size=""12""/>simile"							
116	116	287	287	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1037										
116	116	1723/6	1723/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1038										
116	116	862/3	862/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1039										
116	116	575/2	575/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1040										
116	116	863/3	863/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1041										
116	116	1727/6	1727/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1042										
116	116	286	286	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	1043										
117	117	288	288	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1044										
117	117	1159/4	1159/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1045										
117	117	289	289	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1046										
117	117	1735/6	1735/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1047										
117	117	868/3	868/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1048										
117	117	579/2	579/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1049										
117	117	869/3	869/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1050										
117	117	1739/6	1739/6	0.16666666666666666	11/24	11/24	Chord	2/4	1	2	1/24		1/16	2/3	1051										
118	118	290	290	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	1052		articAccentAbove								
118	118	291	291	0.16666666666666666	1/4	1/4	Chord	2/4	1	2	1/24		1/16	2/3	1053										
118	118	1747/6	1747/6	0.16666666666666666	7/24	7/24	Chord	2/4	1	2	1/24		1/16	2/3	1054										
118	118	874/3	874/3	0.16666666666666666	1/3	1/3	Chord	2/4	1	2	1/24		1/16	2/3	1055										
118	118	583/2	583/2	0.16666666666666666	3/8	3/8	Chord	2/4	1	2	1/24		1/16	2/3	1056										
118	118	875/3	875/3	0.16666666666666666	5/12	5/12	Chord	2/4	1	2	1/24		1/16	2/3	1057										
