mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	TextLine	TextLine_rall.	decrescendo_hairpin	crescendo_line	crescendo_hairpin	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
16	15	91	91	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	241		articAccentBelow										
17	16	92	92	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	242												
17	16	185/2	185/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	243												
17	16	93	93	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	244												
17	16	187/2	187/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	245												
17	16	94	94	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	246												
17	16	189/2	189/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	247												
17	16	95	95	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	248												
17	16	191/2	191/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	249												
17	16	92	92	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	250												
17	16	93	93	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	251		articAccentBelow										
17	16	94	94	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	252		articAccentBelow										
17	16	95	95	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	253		articAccentBelow										
18	17	96	96	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	254												
18	17	193/2	193/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	255												
18	17	97	97	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	256												
18	17	195/2	195/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	257												
18	17	98	98	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	258												
18	17	197/2	197/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	259												
18	17	199/2	199/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	260												
18	17	96	96	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	261		articAccentBelow										
18	17	97	97	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	262		articAccentBelow										
18	17	98	98	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	263		articAccentBelow										
19	18	100	100	0.0	0	0	Dynamic	2/2	1	1	0				ff											
19	18	100	100	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	264		articAccentAbove		5								
19	18	102	102	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	265		articStaccatissimoBelow										
19	18	207/2	207/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	266												
19	18	201/2	201/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												14			
19	18	201/2	201/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	267									14			
19	18	101	101	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	268									14			
19	18	203/2	203/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	269									14			
19	18	102	102	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	270									14			
19	18	205/2	205/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	271									14			
19	18	103	103	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	272									14			
19	18	207/2	207/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
20	19	104	104	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	273		articStaccatissimoBelow										
20	19	105	105	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	274		articStaccatissimoBelow										
20	19	215/2	215/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	275												
20	19	209/2	209/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												15			
20	19	209/2	209/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	276									15			
20	19	105	105	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	277									15			
20	19	211/2	211/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	278									15			
20	19	106	106	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	279									15			
20	19	213/2	213/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	280									15			
20	19	107	107	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	281									15			
20	19	215/2	215/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
21	20	108	108	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	282		articAccentAbove		6								
21	20	110	110	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	283		articStaccatissimoAbove										
21	20	223/2	223/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	284												
21	20	217/2	217/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												16			
21	20	217/2	217/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	285									16			
21	20	109	109	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	286									16			
21	20	219/2	219/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	287									16			
21	20	110	110	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	288									16			
21	20	221/2	221/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	289									16			
21	20	111	111	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	290									16			
21	20	223/2	223/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
22	21	112	112	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	291		articStaccatissimoBelow										
22	21	113	113	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	292		articStaccatissimoBelow										
22	21	231/2	231/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	293												
22	21	225/2	225/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												17			
22	21	225/2	225/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	294									17			
22	21	113	113	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	295									17			
22	21	227/2	227/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	296									17			
22	21	114	114	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	297									17			
22	21	229/2	229/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	298									17			
22	21	115	115	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	299									17			
22	21	231/2	231/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
23	22	116	116	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	300		articAccentBelow		7								
23	22	118	118	0.0	1/2	1/2	Spanner	2/2	1	1	0							7					18			
23	22	118	118	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	301				7					18			
23	22	119	119	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	302				7					18			
23	22	233/2	233/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												19			
23	22	233/2	233/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	303									19			
23	22	117	117	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	304									19			
23	22	235/2	235/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	305									19			
23	22	118	118	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	306									19			
23	22	237/2	237/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	307									19			
23	22	119	119	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	308									19			
23	22	239/2	239/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
24	23	120	120	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	309				7					18			
24	23	121	121	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	310				7					18			
24	23	122	122	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	311				7					18			
24	23	247/2	247/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	312				7					18			
24	23	241/2	241/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												20			
24	23	241/2	241/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	313									20			
24	23	121	121	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	314									20			
24	23	243/2	243/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	315									20			
24	23	122	122	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	316									20			
24	23	245/2	245/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	317									20			
24	23	123	123	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	318									20			
24	23	247/2	247/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
25	24	124	124	0.0	0	0	Spanner	2/2	1	1	0							7								
25	24	124	124	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	319				7								
25	24	125	125	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	320				7								
25	24	126	126	1.5	1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	321		articAccentAbove		7								
25	24	255/2	255/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	322												
25	24	249/2	249/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												21			
25	24	249/2	249/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	323									21			
25	24	125	125	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	324									21			
25	24	251/2	251/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	325									21			
25	24	126	126	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	326									21			
25	24	253/2	253/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	327									21			
25	24	127	127	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	328									21			
25	24	255/2	255/2	0.0	7/8	7/8	Spanner	2/2	2	1	0															
26	25	128	128	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>rinforz."									
26	25	128	128	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	329		articMarcatoAbove										
26	25	257/2	257/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	330												
26	25	129	129	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	331												
26	25	259/2	259/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	332												
26	25	130	130	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	333												
26	25	261/2	261/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	334												
26	25	131	131	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	335												
26	25	263/2	263/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	336												
26	25	129	129	2.0	1/4	1/4	Chord	2/2	2	1	1/2	1/2	1	337		articAccentBelow										
26	25	131	131	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	338		articAccentBelow										
27	26	132	132	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	339												
27	26	265/2	265/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	340												
27	26	133	133	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	341												
27	26	267/2	267/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	342												
27	26	134	134	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	343												
27	26	269/2	269/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	344												
27	26	135	135	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	345												
27	26	271/2	271/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	346												
27	26	132	132	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	347												
27	26	133	133	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	348		articAccentBelow										
27	26	134	134	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	349		articAccentBelow										
27	26	135	135	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	350		articAccentBelow										
28	27	136	136	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	351												
28	27	273/2	273/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	352												
28	27	137	137	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	353												
28	27	275/2	275/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	354												
28	27	138	138	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	355												
28	27	277/2	277/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	356												
28	27	559/4	559/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	357												
28	27	136	136	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	358		articAccentBelow										
28	27	137	137	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	359		articAccentBelow										
28	27	138	138	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	360		articAccentBelow										
29	28	140	140	0.0	0	0	Dynamic	2/2	1	1	0				ff											
29	28	140	140	0.0	0	0	StaffText	2/2	1	1	0						"<font size=""12""/>sempre"									
29	28	140	140	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	361		articAccentAbove		8								
29	28	142	142	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	362		articStaccatissimoAbove										
29	28	287/2	287/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	363												
29	28	140	140	0.0	0	0	Spanner	2/2	2	1	0														0	0
29	28	281/2	281/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												22		0	0
29	28	281/2	281/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	364									22		0	0
29	28	141	141	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	365									22		0	0
29	28	283/2	283/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	366									22		0	0
29	28	142	142	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	367									22		0	0
29	28	285/2	285/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	368									22		0	0
29	28	143	143	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	369									22		0	0
29	28	287/2	287/2	0.0	7/8	7/8	Spanner	2/2	2	1	0														0	0
30	29	144	144	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	370		articStaccatissimoAbove										
30	29	145	145	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	371		articStaccatissimoAbove										
30	29	295/2	295/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	372												
30	29	144	144	0.0	0	0	Spanner	2/2	2	1	0															
30	29	144	144	0.0	0	0	Spanner	2/2	2	1	0														1	1
30	29	289/2	289/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												23		1	1
30	29	289/2	289/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	373									23		1	1
30	29	145	145	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	374									23		1	1
30	29	291/2	291/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	375									23		1	1
30	29	146	146	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	376									23		1	1
30	29	293/2	293/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	377									23		1	1
30	29	147	147	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	378									23		1	1
30	29	295/2	295/2	0.0	7/8	7/8	Spanner	2/2	2	1	0														1	1
31	30	148	148	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	379		articAccentAbove		9								
31	30	150	150	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	380		articStaccatissimoAbove										
31	30	303/2	303/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	381												
31	30	148	148	0.0	0	0	Spanner	2/2	2	1	0															
31	30	148	148	0.0	0	0	Spanner	2/2	2	1	0														2	2
31	30	297/2	297/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												24		2	2
31	30	297/2	297/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	382									24		2	2
31	30	149	149	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	383									24		2	2
31	30	299/2	299/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	384									24		2	2
31	30	150	150	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	385									24		2	2
31	30	301/2	301/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	386									24		2	2
31	30	151	151	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	387									24		2	2
31	30	303/2	303/2	0.0	7/8	7/8	Spanner	2/2	2	1	0														2	2
32	31	152	152	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	388		articStaccatissimoAbove										
32	31	153	153	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	389		articStaccatissimoAbove										
32	31	154	154	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	390		articStaccatissimoAbove										
32	31	311/2	311/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	391												
32	31	152	152	0.0	0	0	Spanner	2/2	2	1	0															
32	31	152	152	0.0	0	0	Spanner	2/2	2	1	0														3	3
32	31	305/2	305/2	0.0	1/8	1/8	Spanner	2/2	2	1	0												25		3	3
32	31	305/2	305/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	392									25		3	3
32	31	153	153	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	393									25		3	3
32	31	307/2	307/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	394									25		3	3
32	31	154	154	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	395									25		3	3
32	31	309/2	309/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	396									25		3	3
32	31	155	155	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	397									25		3	3
32	31	311/2	311/2	0.0	7/8	7/8	Spanner	2/2	2	1	0														3	3
33	32	156	156	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	398		articAccentAbove		10								
33	32	158	158	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	399		articStaccatissimoAbove										
33	32	319/2	319/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	400												
33	32	156	156	0.0	0	0	Spanner	2/2	2	1	0															
33	32	156	156	0.0	0	0	Spanner	2/2	2	1	0														4	4
33	32	313/2	313/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	401											4	4
33	32	157	157	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	402											4	4
33	32	315/2	315/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	403											4	4
33	32	158	158	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	404											4	4
33	32	317/2	317/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	405											4	4
33	32	159	159	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	406											4	4
34	33	160	160	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	407		articStaccatissimoAbove										
34	33	161	161	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	408		articStaccatissimoAbove										
34	33	327/2	327/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	409												
34	33	160	160	0.0	0	0	Spanner	2/2	2	1	0															
34	33	160	160	0.0	0	0	Spanner	2/2	2	1	0														5	5
34	33	321/2	321/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	410											5	5
34	33	161	161	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	411											5	5
34	33	323/2	323/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	412											5	5
34	33	162	162	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	413											5	5
34	33	325/2	325/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	414											5	5
34	33	163	163	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	415											5	5
35	34	164	164	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	416		articAccentAbove		11								
35	34	166	166	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	417		articStaccatissimoAbove										
35	34	335/2	335/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	418												
35	34	164	164	0.0	0	0	Spanner	2/2	2	1	0															
35	34	164	164	0.0	0	0	Spanner	2/2	2	1	0														6	6
35	34	329/2	329/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	419											6	6
35	34	165	165	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	420											6	6
35	34	331/2	331/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	421											6	6
35	34	166	166	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	422											6	6
35	34	333/2	333/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	423											6	6
35	34	167	167	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	424											6	6
35	34	335/2	335/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	425											6	6
36	35	168	168	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	426		articStaccatissimoAbove										
36	35	169	169	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	427		articStaccatissimoAbove										
36	35	170	170	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	428		articStaccatissimoAbove										
36	35	171	171	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	429		articStaccatissimoAbove										
36	35	168	168	0.0	0	0	Spanner	2/2	2	1	0															
36	35	168	168	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	430												
36	35	337/2	337/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	431												
36	35	169	169	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	432												
36	35	339/2	339/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	433												
36	35	170	170	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	434												
36	35	341/2	341/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	435												
36	35	171	171	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	436												
36	35	343/2	343/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	437												
37	36	172	172	0.0	0	0	Spanner	2/2	1	1	0												26			
37	36	172	172	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	438		articAccentAbove							26			
37	36	174	174	0.0	1/2	1/2	Spanner	2/2	1	1	0												26	2		
37	36	174	174	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	439		articAccentAbove							26	2		
37	36	172	172	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	440												
37	36	345/2	345/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	441												
37	36	173	173	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	442												
37	36	347/2	347/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	443												
37	36	174	174	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	444												
37	36	349/2	349/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	445												
37	36	175	175	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	446												
37	36	351/2	351/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	447												
38	37	176	176	0.0	0	0	Spanner	2/2	1	1	0													2		
38	37	176	176	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	448		articMarcatoAbove								2		
38	37	179	179	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	449										2		
38	37	176	176	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	450												
38	37	353/2	353/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	451												
38	37	177	177	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	452												
38	37	355/2	355/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	453												
38	37	178	178	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	454												
38	37	357/2	357/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	455												
38	37	179	179	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	456												
38	37	359/2	359/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	457												
39	38	180	180	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	458		articStaccatissimoAbove								2		
39	38	181	181	0.0	1/4	1/4	Spanner	2/2	1	1	0															
39	38	363/2	363/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0				ff											
39	38	363/2	363/2	0.0	3/8	3/8	Spanner	2/2	1	1	0												27			
39	38	363/2	363/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	459				12					27			
39	38	182	182	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	460				12					27			
39	38	365/2	365/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	461				12					27			
39	38	183	183	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	462				12					27			
39	38	367/2	367/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	463									27			
39	38	180	180	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	464		articStaccatissimoAbove										
39	38	363/2	363/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	465				13								
39	38	182	182	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	466				13								
39	38	365/2	365/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	467				13								
39	38	183	183	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	468				13								
39	38	367/2	367/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	469												
40	39	184	184	0.0	0	0	Spanner	2/2	1	1	0															
40	39	184	184	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	470		articAccentBelow		14								
40	39	369/2	369/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	471				14								
40	39	185	185	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	472				14								
40	39	371/2	371/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	473												
40	39	186	186	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	474		articAccentBelow		15								
40	39	373/2	373/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	475				15								
40	39	187	187	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	476				15								
40	39	375/2	375/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	477												
40	39	184	184	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	478				16								
40	39	369/2	369/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	479				16								
