mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	decrescendo_hairpin	crescendo_line	HairPin:2_poco a poco cresc.	HairPin:2_poco cresc.	crescendo_hairpin	diminuendo_line	HairPin:3_sempre dim.	Ottava:8va	pedal	Pedal_<sym>keyboardPedalPed</sym>
181	180	1077/2	1077/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1335												8		
181	180	539	539	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1336												8		
181	180	1079/2	1079/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1337												8		
181	180	537	537	0.0	0	0	Spanner	6/8	2	1	0																	21	21
181	180	537	537	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1338													21	21
181	180	1077/2	1077/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1339													21	21
182	181	540	540	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1340												8		
182	181	1081/2	1081/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1341												8		
182	181	541	541	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1342												8		
182	181	1083/2	1083/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1343												8		
182	181	542	542	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1344												8		
182	181	1085/2	1085/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1345												8		
182	181	540	540	0.0	0	0	Spanner	6/8	2	1	0																		
182	181	540	540	0.0	0	0	Spanner	6/8	2	1	0																	22	22
182	181	540	540	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1346													22	22
182	181	1083/2	1083/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1347													22	22
183	182	543	543	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1348												8		
183	182	1087/2	1087/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1349												8		
183	182	544	544	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1350												8		
183	182	1089/2	1089/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1351												8		
183	182	545	545	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1352												8		
183	182	1091/2	1091/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1353												8		
183	182	543	543	0.0	0	0	Spanner	6/8	2	1	0																		
183	182	543	543	0.0	0	0	Spanner	6/8	2	1	0																	23	23
183	182	543	543	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1354													23	23
183	182	1089/2	1089/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1355													23	23
184	183	546	546	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1356												8		
184	183	1093/2	1093/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1357												8		
184	183	547	547	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1358												8		
184	183	1095/2	1095/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1359												8		
184	183	548	548	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1360												8		
184	183	1097/2	1097/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1361												8		
184	183	546	546	0.0	0	0	Spanner	6/8	2	1	0																		
184	183	546	546	0.0	0	0	Spanner	6/8	2	1	0																	24	24
184	183	546	546	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1362													24	24
184	183	1095/2	1095/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1363													24	24
185	184	549	549	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1364												8		
185	184	1099/2	1099/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1365												8		
185	184	550	550	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1366												8		
185	184	1101/2	1101/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1367												8		
185	184	551	551	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1368												8		
185	184	1103/2	1103/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1369												8		
185	184	549	549	0.0	0	0	Spanner	6/8	2	1	0																		
185	184	549	549	0.0	0	0	Spanner	6/8	2	1	0																	25	25
185	184	549	549	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1370													25	25
185	184	1101/2	1101/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1371													25	25
186	185	552	552	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1372												8		
186	185	1105/2	1105/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1373												8		
186	185	553	553	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1374												8		
186	185	1107/2	1107/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1375												8		
186	185	554	554	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1376												8		
186	185	1109/2	1109/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1377												8		
186	185	552	552	0.0	0	0	Spanner	6/8	2	1	0																		
186	185	552	552	0.0	0	0	Spanner	6/8	2	1	0																	26	26
186	185	552	552	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1378													26	26
186	185	1107/2	1107/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1379													26	26
187	186	555	555	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1380												8		
187	186	1111/2	1111/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1381												8		
187	186	556	556	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1382												8		
187	186	1113/2	1113/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1383												8		
187	186	557	557	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1384												8		
187	186	1115/2	1115/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1385												8		
187	186	555	555	0.0	0	0	Spanner	6/8	2	1	0																		
187	186	555	555	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1386														
187	186	1113/2	1113/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16		1/8	3/2	1387														
188	187	558	558	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1388												8		
188	187	1117/2	1117/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1389												8		
188	187	559	559	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1390												8		
188	187	1119/2	1119/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1391												8		
188	187	560	560	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1392												8		
188	187	1121/2	1121/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1393												8		
189	188	561	561	0.0	0	0	Dynamic	6/8	1	1	0					pp											8		
189	188	561	561	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1394												8		
189	188	1123/2	1123/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1395												8		
189	188	562	562	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1396												8		
189	188	1125/2	1125/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1397												8		
189	188	563	563	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1398												8		
189	188	1127/2	1127/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1399												8		
189	188	561	561	0.0	0	0	Spanner	6/8	2	1	0																	27	27
189	188	561	561	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1400													27	27
189	188	562	562	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1401				83									27	27
189	188	1125/2	1125/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1402		articStaccatoAbove											27	27
189	188	1127/2	1127/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1403				84									27	27
190	189	564	564	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1404												8		
190	189	1129/2	1129/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1405												8		
190	189	565	565	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1406												8		
190	189	1131/2	1131/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1407												8		
190	189	566	566	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1408												8		
190	189	1133/2	1133/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1409												8		
190	189	564	564	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1410		articStaccatoAbove											27	27
190	189	565	565	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1411				85									27	27
190	189	1131/2	1131/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1412		articStaccatoAbove											27	27
190	189	1133/2	1133/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1413				86									27	27
191	190	567	567	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1414												8		
191	190	1135/2	1135/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1415												8		
191	190	568	568	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1416												8		
191	190	1137/2	1137/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1417												8		
191	190	569	569	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1418												8		
191	190	1139/2	1139/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1419												8		
191	190	567	567	0.0	0	0	Spanner	6/8	2	1	0																		
191	190	567	567	0.0	0	0	Spanner	6/8	2	1	0																	28	28
191	190	567	567	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1420		articStaccatoAbove											28	28
191	190	568	568	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1421				87									28	28
191	190	1137/2	1137/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1422		articStaccatoBelow											28	28
191	190	1139/2	1139/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1423				88									28	28
192	191	570	570	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1424												8		
192	191	1141/2	1141/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1425												8		
192	191	571	571	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1426												8		
192	191	1143/2	1143/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1427												8		
192	191	572	572	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1428												8		
192	191	1145/2	1145/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1429												8		
192	191	570	570	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1430		articStaccatoBelow											28	28
192	191	571	571	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1431				89									28	28
192	191	1143/2	1143/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1432		articStaccatoAbove											28	28
192	191	1145/2	1145/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1433				90									28	28
193	192	573	573	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1434												8		
193	192	1147/2	1147/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1435												8		
193	192	574	574	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1436												8		
193	192	1149/2	1149/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1437												8		
193	192	575	575	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1438												8		
193	192	1151/2	1151/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1439												8		
193	192	573	573	0.0	0	0	Spanner	6/8	2	1	0																		
193	192	573	573	0.0	0	0	Spanner	6/8	2	1	0																	29	29
193	192	573	573	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1440		articStaccatoBelow											29	29
193	192	574	574	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1441				91									29	29
193	192	1149/2	1149/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1442		articStaccatoAbove											29	29
193	192	1151/2	1151/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1443				92									29	29
194	193	576	576	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1444												8		
194	193	1153/2	1153/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1445												8		
194	193	577	577	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1446												8		
194	193	1155/2	1155/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1447												8		
194	193	578	578	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1448												8		
194	193	1157/2	1157/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1449												8		
194	193	576	576	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1450		articStaccatoAbove											29	29
194	193	577	577	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1451				93									29	29
194	193	1155/2	1155/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1452		articStaccatoAbove											29	29
194	193	1157/2	1157/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1453				94									29	29
195	194	579	579	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1454												8		
195	194	1159/2	1159/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1455												8		
195	194	580	580	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1456												8		
195	194	1161/2	1161/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1457												8		
195	194	581	581	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1458												8		
195	194	1163/2	1163/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1459												8		
195	194	579	579	0.0	0	0	Spanner	6/8	2	1	0																		
195	194	579	579	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1460		articStaccatoAbove												
195	194	580	580	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1461				95										
195	194	1161/2	1161/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1462		articStaccatoAbove												
195	194	1163/2	1163/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1463				96										
196	195	582	582	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	1464												8		
196	195	1165/2	1165/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	1465												8		
196	195	583	583	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	1466												8		
196	195	1167/2	1167/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	1467												8		
196	195	584	584	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	1468												8		
196	195	1169/2	1169/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	1469												8		
196	195	582	582	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	1470		articStaccatoAbove												
196	195	583	583	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	1471				97										
196	195	1167/2	1167/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	1472		articStaccatoAbove												
196	195	1169/2	1169/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	1473				98										
197	196	585	585	0.0	0	0	Spanner	6/8	1	1	0																		
197	196	585	585	0.0	0	0	Spanner	6/8	2	1	0																	30	30
197	196	585	585	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1474		articStaccatoAbove											30	30
198	197	588	588	0.0	0	0	Dynamic	6/8	1	1	0					pp													
198	197	588	588	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1475														
198	197	588	588	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1476													30	30
199	198	591	591	0.0	0	0	Dynamic	6/8	1	1	0					pp													
199	198	591	591	0.0	0	0	Spanner	6/8	1	1	0																9		
199	198	591	591	0.75	0	0	Chord	6/8	1	1	3/16		1/8	3/2	1477												9		
199	198	2367/4	2367/4	0.0	3/16	3/16	Spanner	6/8	1	1	0																		
199	198	591	591	0.75	0	0	Chord	6/8	2	1	3/16		1/8	3/2	1478													30	30
201	199	2387/4	2387/4	0.0	0	7/16	Dynamic	2/4	1	1	0					p													
201	199	2387/4	2387/4	0.25	0	7/16	Chord	2/4	1	1	1/16		1/16	1	1479														
201	199	2387/4	2387/4	0.0	0	7/16	Spanner	2/4	2	1	0																		
202	200	597	597	0.0	0	0	StaffText	2/4	1	1	0							"<font size=""10""/><b>Canzone Napolitana</b>"											
202	200	597	597	0.0	0	0	StaffText	2/4	1	1	0							<i>cantando</i>											
202	200	597	597	0.0	0	0	StaffText	2/4	1	1	0							Molto ritenuto il tempo											
202	200	597	597	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1480														
202	200	2391/4	2391/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1481				99										
202	200	598	598	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1482														
202	200	2395/4	2395/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1483				100										
202	200	597	597	0.0	0	0	Spanner	2/4	2	1	0																	31	31
202	200	3583/6	3583/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1484													31	31
202	200	1792/3	1792/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1485													31	31
202	200	1195/2	1195/2	0.0	1/8	1/8	StaffText	2/4	2	1	0							l'accompagnamento sempre p										31	31
202	200	1195/2	1195/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1486													31	31
202	200	1793/3	1793/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1487													31	31
202	200	3587/6	3587/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1488													31	31
202	200	598	598	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1489													31	31
202	200	3589/6	3589/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1490													31	31
202	200	1795/3	1795/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1491													31	31
202	200	1197/2	1197/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1492													31	31
202	200	1796/3	1796/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1493													31	31
202	200	3593/6	3593/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1494													31	31
202	200	597	597	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1495													31	31
203	201	599	599	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1496														
203	201	2399/4	2399/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1497														
203	201	600	600	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1498														
203	201	600	600	0.0	1/4	1/4	Chord	2/4	1	1	0	grace16	1/16	1	1499														
203	201	600	600	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1500														
203	201	2403/4	2403/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1501														
203	201	599	599	0.0	0	0	Spanner	2/4	2	1	0																		
203	201	599	599	0.0	0	0	Spanner	2/4	2	1	0																	32	32
203	201	3595/6	3595/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1502													32	32
203	201	1798/3	1798/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1503													32	32
203	201	1199/2	1199/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1504													32	32
203	201	1799/3	1799/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1505													32	32
203	201	3599/6	3599/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1506													32	32
203	201	600	600	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1507													32	32
203	201	3601/6	3601/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1508													32	32
203	201	1801/3	1801/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1509													32	32
203	201	1201/2	1201/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1510													32	32
203	201	1802/3	1802/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1511													32	32
203	201	3605/6	3605/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1512													32	32
203	201	599	599	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1513													32	32
204	202	601	601	1.75	0	0	Chord	2/4	1	1	7/16		1/4	7/4	1514		articAccentAbove												
204	202	2411/4	2411/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32		1/32	1	1515														
204	202	4823/8	4823/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1516														
204	202	601	601	0.0	0	0	Spanner	2/4	2	1	0																		
204	202	601	601	0.0	0	0	Spanner	2/4	2	1	0																	33	33
204	202	3607/6	3607/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1517													33	33
204	202	1804/3	1804/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1518													33	33
204	202	1203/2	1203/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1519													33	33
204	202	1805/3	1805/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1520													33	33
204	202	3611/6	3611/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1521													33	33
204	202	602	602	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1522													33	33
204	202	3613/6	3613/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1523													33	33
204	202	1807/3	1807/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1524													33	33
204	202	1205/2	1205/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1525													33	33
204	202	1808/3	1808/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1526													33	33
204	202	3617/6	3617/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1527													33	33
204	202	601	601	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1528													33	33
205	203	603	603	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	1529														
205	203	4839/8	4839/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32		1/32	1	1530														
205	203	603	603	0.0	0	0	Spanner	2/4	2	1	0																		
205	203	603	603	0.0	0	0	Spanner	2/4	2	1	0																	34	34
205	203	3619/6	3619/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1531													34	34
205	203	1810/3	1810/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1532													34	34
205	203	1207/2	1207/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1533													34	34
205	203	1811/3	1811/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1534													34	34
205	203	3623/6	3623/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1535													34	34
205	203	604	604	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1536													34	34
205	203	3625/6	3625/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1537													34	34
205	203	1813/3	1813/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1538													34	34
205	203	1209/2	1209/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1539													34	34
205	203	1814/3	1814/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1540													34	34
205	203	3629/6	3629/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1541													34	34
205	203	603	603	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1542													34	34
206	204	605	605	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1543														
206	204	2423/4	2423/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1544														
206	204	606	606	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1545														
206	204	2427/4	2427/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1546														
206	204	605	605	0.0	0	0	Spanner	2/4	2	1	0																		
206	204	605	605	0.0	0	0	Spanner	2/4	2	1	0																	35	35
206	204	3631/6	3631/6	0.16666666666666666	1/24	1/24	Chord	2/4	2	1	1/24		1/16	2/3	1547													35	35
206	204	1816/3	1816/3	0.16666666666666666	1/12	1/12	Chord	2/4	2	1	1/24		1/16	2/3	1548													35	35
206	204	1211/2	1211/2	0.16666666666666666	1/8	1/8	Chord	2/4	2	1	1/24		1/16	2/3	1549													35	35
206	204	1817/3	1817/3	0.16666666666666666	1/6	1/6	Chord	2/4	2	1	1/24		1/16	2/3	1550													35	35
206	204	3635/6	3635/6	0.16666666666666666	5/24	5/24	Chord	2/4	2	1	1/24		1/16	2/3	1551													35	35
206	204	606	606	0.16666666666666666	1/4	1/4	Chord	2/4	2	1	1/24		1/16	2/3	1552													35	35
206	204	3637/6	3637/6	0.16666666666666666	7/24	7/24	Chord	2/4	2	1	1/24		1/16	2/3	1553													35	35
206	204	1819/3	1819/3	0.16666666666666666	1/3	1/3	Chord	2/4	2	1	1/24		1/16	2/3	1554													35	35
206	204	1213/2	1213/2	0.16666666666666666	3/8	3/8	Chord	2/4	2	1	1/24		1/16	2/3	1555													35	35
206	204	1820/3	1820/3	0.16666666666666666	5/12	5/12	Chord	2/4	2	1	1/24		1/16	2/3	1556													35	35
206	204	3641/6	3641/6	0.16666666666666666	11/24	11/24	Chord	2/4	2	1	1/24		1/16	2/3	1557													35	35
206	204	605	605	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	1558													35	35
207	205	607	607	0.75	0	0	Chord	2/4	1	1	3/16		1/8	3/2	1559														
207	205	2431/4	2431/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	1560														
207	205	608	608	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	1561														
207	205	2435/4	2435/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	1562				101										
207	205	607	607	0.0	0	0	Spanner	2/4	2	1	0																		
207	205	607	607	0.0	0	0	Spanner	2/4	2	1	0																	36	36
