mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
70	70	278	278	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	795		articTenutoAbove							29			
70	70	279	279	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	796		articStaccatoAbove										
70	70	1119/4	1119/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	797		articStaccatoAbove										
70	70	276	276	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	798												
70	70	277	277	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	799		articStaccatoBelow										
70	70	1111/4	1111/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	800		articStaccatoBelow										
70	70	278	278	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	801		articStaccatoBelow										
71	71	280	280	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	802		articStaccatoAbove										
71	71	282	282	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	803		articTenutoAbove							30			
71	71	283	283	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	804		articStaccatoAbove										
71	71	1135/4	1135/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	805		articStaccatoAbove										
71	71	280	280	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	806		articTenutoBelow										
71	71	281	281	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	807		articStaccatoBelow										
71	71	1127/4	1127/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	808		articStaccatoBelow										
71	71	282	282	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	809		articStaccatoBelow										
72	72	284	284	0.0	0	0	StaffText	4/4	1	1	0							rit.									
72	72	284	284	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	810		articStaccatoAbove										
72	72	286	286	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	811												
72	72	284	284	0.0	0	0	Spanner	4/4	2	1	0																1
72	72	284	284	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	812												1
72	72	285	285	0.0	1/4	1/4	StaffText	4/4	2	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>dim."									1
72	72	285	285	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	813		articStaccatoAbove										1
72	72	1143/4	1143/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	814		articStaccatoAbove										1
72	72	286	286	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	815												1
72	72	287	287	0.0	3/4	3/4	StaffText	4/4	2	1	0							"<font size=""10.9134""/><font face=""Plantin MT Std""/>al"									1
72	72	287	287	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	816		articStaccatoAbove										1
72	72	1151/4	1151/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	817		articStaccatoAbove										1
73	73	288	288	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	818												
73	73	290	290	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	819												
73	73	288	288	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	820												1
73	73	289	289	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	821		articStaccatoAbove										1
73	73	1159/4	1159/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	822		articStaccatoAbove										1
73	73	290	290	0.0	1/2	1/2	Dynamic	4/4	2	1	0					pp											1
73	73	290	290	1.5	1/2	1/2	Chord	4/4	2	1	3/8		1/4	3/2	823												1
73	73	583/2	583/2	0.0	7/8	7/8	Spanner	4/4	2	1	0																
74	74	293	293	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	824		articStaccatoAbove										
74	74	1175/4	1175/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	825		articStaccatoAbove										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	826		articAccentAbove							31			
74	74	295	295	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	827		articStaccatoAbove										
74	74	1183/4	1183/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	828		articStaccatoAbove										
74	74	293	293	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	829												
74	74	294	294	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	830												
74	74	295	295	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	831												
74	74	293	293	0.0	1/4	1/4	Dynamic	4/4	2	1	0					ff											
74	74	293	293	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	832		articStaccatissimoBelow										
74	74	294	294	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	833		articStaccatissimoBelow										
74	74	295	295	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	834		articStaccatissimoBelow										
75	75	296	296	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	835		articStaccatissimoAbove										
75	75	297	297	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	836		articStaccatissimoAbove										
75	75	298	298	2.0	1/2	1/2	Chord	4/4	1	1	1/2		1/2	1	837												
75	75	296	296	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	838		articStaccatissimoBelow										
75	75	297	297	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	839		articStaccatissimoBelow										
75	75	298	298	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	840												
